matrix_file	path	required_sample_columns	included_manifest_rows	parsed_species_rows_before_collapse	canonical_species_after_collapse	skipped_non_species_or_empty_rows	malformed_rows	minimum_column_sum_before_normalization	maximum_column_sum_before_normalization	status
v1 assembled_species_matrix.tsv	<LOCAL_PATH_REDACTED>	363	363	2205	2205	2200	0	0.19140205005271047	1.00000000000056	PASS_SPECIES_ONLY_CORRECTION
