permutation_index	lodo_roc_auc	losfo_roc_auc
421	0.5627801275172022	0.5295120257559498
422	0.5062496054542012	0.5065336784293921
423	0.4900258822044063	0.4678366264756013
424	0.44773057256486337	0.4883214443532606
425	0.42159585884729495	0.44274351366706655
426	0.5098794268038633	0.476611325042611
427	0.5625276182059213	0.5528691370494287
428	0.5725017360015151	0.5314058455905561
429	0.4781895082381163	0.47228710308692634
430	0.4640805504702986	0.4563474528123224
431	0.5057445868316395	0.47730572564863327
432	0.5417587273530712	0.5324790101634997
433	0.5270816236348715	0.48200871157123915
434	0.4270248090398333	0.4589041095890411
435	0.5646423836878985	0.5545104475727543
436	0.43737769080234834	0.4492771920964586
437	0.4507606843002336	0.47408623192980237
438	0.49356101256233825	0.4622182942996023
439	0.3898743766176378	0.37084148727984345
440	0.472192412095196	0.466574079919197
441	0.5278391515687141	0.5432422195568462
442	0.49810618016539354	0.4912884287608106
443	0.5349725396123981	0.4692885550154662
444	0.4634492771920965	0.434600088378259
445	0.4584622182942997	0.40578246322833156
446	0.4313174673316079	0.37788018433179726
447	0.5270816236348715	0.5148033583738401
448	0.494697304463102	0.5005681459503819
449	0.47358121330724073	0.43340066914967496
450	0.539928034846285	0.5391073795846222
451	0.4587778549334007	0.4290448835300802
452	0.5574143046524841	0.5358878858657913
453	0.5007259642699324	0.48219809355469984
454	0.5153083769964018	0.5109841550407171
455	0.4667634619026577	0.45022410201376184
456	0.4536645413799634	0.4531910864213118
457	0.5049870588977968	0.46685815289438803
458	0.543778801843318	0.5078909159775267
459	0.5398333438545546	0.5833280727226817
460	0.4619657849883215	0.48705889779685624
461	0.5720598447067736	0.5614228899690676
462	0.44091282116028024	0.4239946973044631
463	0.5501546619531595	0.5079224796414368
464	0.48096711066220565	0.4720977211034657
465	0.38813837510258187	0.39931191212675965
466	0.5788460324474465	0.5730383182879868
467	0.5177072154535699	0.5102897544346948
468	0.5345622119815668	0.5449782210719021
469	0.492614102645035	0.5038823306609432
470	0.5075437156745155	0.5261978410453886
471	0.45997727416198475	0.47099299286661195
472	0.45069755697241337	0.5080171706331671
473	0.5320686825326684	0.498516507796225
474	0.5408118174357679	0.5611703806577868
475	0.4934347579066978	0.5182437977400416
476	0.5755002840729752	0.5804242156429518
477	0.46474338741241084	0.4588409822612209
478	0.5108579003850768	0.4748753235275551
479	0.49286661195631587	0.5195694716242663
480	0.4332744144940345	0.459756328514614
481	0.4978536708541127	0.4778423079351051
482	0.44113376680765104	0.4746543778801843
483	0.4763903793952402	0.4716242661448141
484	0.4501294110220314	0.4660059339688152
485	0.5583612145697873	0.4945079224796414
486	0.47345495865160026	0.5097847358121331
487	0.48948929991793444	0.4728552490373083
488	0.42891862887443977	0.4408812574963702
489	0.5191907076573449	0.5431159649012057
490	0.5064389874376618	0.5095006628369422
491	0.4646486964206805	0.46581655198535443
492	0.4833028217915536	0.49210908402247333
493	0.5021147654819772	0.5003472003030112
494	0.5168234328640868	0.5174862698061992
495	0.5771415945963008	0.5613597626412474
496	0.5157502682911432	0.4607979294236475
497	0.5122467015971214	0.5711129347894703
498	0.4978852345180229	0.508301243608358
499	0.45255981314310967	0.45069755697241337
500	0.4683732087620731	0.43696736317151696
