scenario	model	train_domain	test_domain	train_n	test_n	train_responders	train_non_responders	test_responders	test_non_responders	selected_features	pseudocount	locked_params	roc_auc	roc_auc_ci_low	roc_auc_ci_high	roc_auc_bootstrap_valid	pr_auc	brier	balanced_accuracy	sensitivity	specificity	log_loss	train_study_family	test_study_family	same_study_family	train_country	test_country	same_country	train_macro_region	test_macro_region	same_macro_region	train_treatment_scope_group	test_treatment_scope_group	same_treatment_scope_group	known_combination_ici_fraction_difference	absolute_response_rate_difference	log_train_n	log_test_n	aitchison_centroid_distance	bray_curtis_centroid_distance	jensen_shannon_distance	prevalence_l1_distance	train_endpoint_class	test_endpoint_class	same_endpoint_class	endpoint_direction
PRIMARY	elastic_net	Lee_Leeds	Matson_US	18	38	10	8	14	24	500	1.0661815682701919e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.3452380952380952	0.175595238095238	0.5253720238095236	500	0.2969085779915614	0.2862733830474684	0.431547619047619	0.5714285714285714	0.2916666666666667	0.7687155819707877	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0		0.1871345029239766	2.8903717578961645	3.6375861597263857	1.9771596498918715	0.5811823747640369	0.4902006108992929	0.0701131134715094	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Lee_Leeds	Spencer_US	18	97	10	8	71	26	500	1.0661815682701919e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4756229685807151	0.3445287107258938	0.6062296858071505	500	0.7140041738463052	0.2391202316727982	0.5148970747562297	0.7605633802816901	0.2692307692307692	0.6712219273693655	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0		0.1764032073310423	2.8903717578961645	4.574710978503383	1.8343999907642503	0.5462421632104126	0.4705456297019126	0.0711516832773583	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_Manchester	Frankel_US	25	39	12	13	24	15	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4388888888888889	0.2596527777777778	0.6153472222222222	500	0.5795666148264343	0.2984657004641396	0.4375	0.2083333333333333	0.6666666666666666	0.8011850470345734	Lee_2022_family	Frankel_2017	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.1353846153846154	3.218875824868201	3.6635616461296463	2.0576633286376182	0.5284366611922444	0.4800730908319456	0.0708771440200011	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Lee_Manchester	Gopalakrishnan_US	25	25	12	13	14	11	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.512987012987013	0.2597402597402597	0.7402597402597403	500	0.6063235056868597	0.2914243528824771	0.5	0.0	1.0	0.7863027068897286	Lee_2022_family	Gopalakrishnan_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0		0.08	3.218875824868201	3.218875824868201	2.156186223234672	0.7155554538377515	0.6032222163102883	0.0816870748299319	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_Manchester	Lee_Barcelona	25	12	12	13	6	6	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.2222222222222222	0.0	0.5423611111111105	500	0.4004629629629629	0.2901806203189555	0.4166666666666667	0.0	0.8333333333333334	0.776692342514692	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.02	3.218875824868201	2.4849066497880004	2.21258720711991	0.699237363642387	0.5968096276682744	0.0739697656840514	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_Manchester	Lee_Leeds	25	18	12	13	10	8	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.35	0.1124999999999999	0.65	500	0.5135513995808114	0.269129582711765	0.425	0.6	0.25	0.7322095519614416	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.0755555555555556	3.218875824868201	2.8903717578961645	1.5545824937549038	0.4716468970562739	0.4330400701509546	0.0555555555555555	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_Manchester	Lee_PRIMM_NL	25	55	12	13	33	22	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.5440771349862259	0.3925619834710743	0.6984159779614325	500	0.6238465674203959	0.2539543249423631	0.5378787878787878	0.6666666666666666	0.4090909090909091	0.7037667629440734	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.12	3.218875824868201	4.007333185232471	1.023240361097451	0.3722548032340977	0.3551927713469969	0.0395827664399092	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_Manchester	Lee_PRIMM_UK	25	54	12	13	33	21	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.6176046176046177	0.4609307359307359	0.766991341991342	500	0.7482333399752839	0.2368741051845513	0.5865800865800865	0.696969696969697	0.4761904761904761	0.6666049064308015	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.1311111111111111	3.218875824868201	3.9889840465642745	0.9138188960887204	0.3284935922301878	0.3175649192113144	0.0367303266985806	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_Manchester	Matson_US	25	38	12	13	14	24	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4166666666666667	0.2172619047619047	0.6176339285714285	500	0.3533549720906588	0.2463138239205845	0.5089285714285714	0.1428571428571428	0.875	0.6864402982159895	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0		0.111578947368421	3.218875824868201	3.6375861597263857	2.0526455035056514	0.652012344550797	0.5576993360744268	0.069281775868242	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Lee_Manchester	Spencer_US	25	97	12	13	71	26	500	5.636676092699122e-08	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4582881906825568	0.3290763813651137	0.5948266522210184	500	0.7150204510610499	0.3211997660271553	0.4723726977248104	0.0985915492957746	0.8461538461538461	0.8425205594062427	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0		0.2519587628865979	3.218875824868201	4.574710978503383	1.9981247694722843	0.6634308562491238	0.5626092193735298	0.0676432662412043	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_NL	Frankel_US	55	39	33	22	24	15	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4638888888888888	0.2763194444444444	0.6765972222222221	500	0.5810940493543192	0.3292330876750769	0.5	0.3333333333333333	0.6666666666666666	0.8961147113570314	Lee_2022_family	Frankel_2017	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.0153846153846154	4.007333185232471	3.6635616461296463	2.153728300320348	0.5362672870971259	0.4941896579296531	0.0724010381153238	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Lee_PRIMM_NL	Gopalakrishnan_US	55	25	33	22	14	11	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.448051948051948	0.2303571428571428	0.6787337662337661	500	0.6166875459011009	0.3052545550238109	0.4253246753246753	0.2142857142857142	0.6363636363636364	0.8321047322818965	Lee_2022_family	Gopalakrishnan_2018	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.22	0.0399999999999999	4.007333185232471	3.218875824868201	2.1884513111812445	0.7745689314443972	0.6511689475893659	0.0733852813852813	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_NL	Lee_Barcelona	55	12	33	22	6	6	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.5555555555555556	0.1666666666666666	1.0	500	0.6118686868686869	0.2703571088706951	0.6666666666666667	0.5	0.8333333333333334	0.7634474061211548	Lee_2022_family	Lee_2022_family	1	Netherlands	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.0999999999999999	4.007333185232471	2.4849066497880004	2.2654600312628763	0.7635200611439845	0.6434861265694625	0.0709798666941524	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_NL	Lee_Leeds	55	18	33	22	10	8	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4875	0.2375	0.775	500	0.5864981750275868	0.2874053521176267	0.55	0.6	0.5	0.7863162469363547	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.0444444444444444	4.007333185232471	2.8903717578961645	1.5566246650097413	0.4778931549680615	0.4346803331328011	0.0583719278957374	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_NL	Lee_Manchester	55	25	33	22	12	13	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.3141025641025641	0.1089743589743589	0.5641025641025641	500	0.3940543649676776	0.339998645502547	0.3653846153846154	0.5	0.2307692307692307	0.9033536775665968	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.12	4.007333185232471	3.218875824868201	1.023240361097451	0.3722548032340977	0.3551927713469969	0.0395827664399092	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_NL	Lee_PRIMM_UK	55	54	33	22	33	21	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.56998556998557	0.4191558441558441	0.728030303030303	500	0.7064944495067518	0.250026315825412	0.5021645021645021	0.5757575757575758	0.4285714285714285	0.6947619305499464	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	0.31	0.0111111111111111	4.007333185232471	3.9889840465642745	0.979761610673823	0.2947752855170625	0.3098038865253837	0.0391371004069416	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_NL	Matson_US	55	38	33	22	14	24	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.5595238095238095	0.3629464285714286	0.7338541666666665	500	0.4153979748757768	0.2446224501167709	0.5386904761904762	0.2857142857142857	0.7916666666666666	0.6873133229748615	Lee_2022_family	Matson_2018	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.22	0.231578947368421	4.007333185232471	3.6375861597263857	2.151580063750936	0.7076207020813287	0.5984839380121251	0.0654975100087881	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Lee_PRIMM_NL	Spencer_US	55	97	33	22	71	26	462	2.1269490829764478e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.5140845070422535	0.3802004333694475	0.6463163596966414	500	0.7665504634063219	0.3365447094520694	0.5197724810400867	0.1549295774647887	0.8846153846153846	0.8863602952076436	Lee_2022_family	Spencer_2021	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0		0.1319587628865979	4.007333185232471	4.574710978503383	2.056853303314237	0.710936693632596	0.6077592582922652	0.0594075405857438	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_UK	Frankel_US	54	39	33	21	24	15	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4138888888888888	0.2416666666666666	0.6166666666666667	500	0.5544910665483089	0.3714303691787468	0.4458333333333333	0.2916666666666667	0.6	1.0026926152865798	Lee_2022_family	Frankel_2017	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.0042735042735042	3.9889840465642745	3.6635616461296463	1.822480321344653	0.5029369678988839	0.4452986387792061	0.0617613427137236	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Lee_PRIMM_UK	Gopalakrishnan_US	54	25	33	21	14	11	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.6168831168831168	0.3831168831168831	0.8280844155844154	500	0.6729590087783365	0.3040502769681122	0.5162337662337663	0.2142857142857142	0.8181818181818182	0.8350723396082238	Lee_2022_family	Gopalakrishnan_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.53	0.0511111111111111	3.9889840465642745	3.218875824868201	2.0629884886792	0.7029774214674973	0.5924470851118022	0.0784812295288485	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_UK	Lee_Barcelona	54	12	33	21	6	6	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4166666666666666	0.0833333333333333	0.7645833333333327	500	0.6365740740740741	0.3168193087325526	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.8436610568895309	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.1111111111111111	3.9889840465642745	2.4849066497880004	2.1906652798974484	0.6864949908918968	0.594816419606938	0.0732132359116486	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_UK	Lee_Leeds	54	18	33	21	10	8	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.7375	0.45	0.9625	500	0.7151037851037851	0.2205585753872433	0.625	0.5	0.75	0.6312376989279264	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.0555555555555555	3.9889840465642745	2.8903717578961645	1.4223043524177503	0.4473893542658809	0.4113155539569585	0.0503065423700344	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_UK	Lee_Manchester	54	25	33	21	12	13	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.3333333333333333	0.1312499999999999	0.5705128205128205	500	0.4053531983488909	0.3513626520573921	0.3685897435897436	0.5833333333333334	0.1538461538461538	0.9605689518874893	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1		0.1311111111111111	3.9889840465642745	3.218875824868201	0.9138188960887204	0.3284935922301878	0.3175649192113144	0.0367303266985806	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_UK	Lee_PRIMM_NL	54	55	33	21	33	22	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.6597796143250688	0.5184917355371901	0.7879476584022038	500	0.7379892695422365	0.2293867598634293	0.5909090909090909	0.7272727272727273	0.4545454545454545	0.654044708940966	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	0.31	0.0111111111111111	3.9889840465642745	4.007333185232471	0.979761610673823	0.2947752855170625	0.3098038865253837	0.0391371004069416	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Lee_PRIMM_UK	Matson_US	54	38	33	21	14	24	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.5148809523809523	0.3139136904761905	0.7039434523809524	500	0.4164866106789819	0.2579976821949752	0.5327380952380952	0.3571428571428571	0.7083333333333334	0.730755303076386	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.53	0.2426900584795322	3.9889840465642745	3.6375861597263857	1.8534931918759976	0.6124204863537068	0.5259206807769226	0.0625218248442976	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Lee_PRIMM_UK	Spencer_US	54	97	33	21	71	26	500	1.0701941407104337e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.5471289274106175	0.4141251354279523	0.6708017334777897	500	0.7824071205795045	0.3147293932047245	0.5029794149512459	0.352112676056338	0.6538461538461539	0.8541914064312064	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0		0.1208476517754867	3.9889840465642745	4.574710978503383	1.8951555363130808	0.6409902283621296	0.5444864834515294	0.0630533542168299	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Matson_US	Frankel_US	38	39	14	24	24	15	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.5277777777777778	0.3359722222222222	0.7138888888888889	500	0.6452162560630326	0.3353669478168392	0.5375	0.2083333333333333	0.8666666666666667	0.9009432892620516	Matson_2018	Frankel_2017	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	mixed_ICI_including_combination	0		0.2469635627530365	3.6375861597263857	3.6635616461296463	1.0679491869084694	0.4539916266983753	0.3894587778463126	0.0469433657403582	RECIST_ORR_PROGRESSION	RECIST_ORR_PROGRESSION	1	RECIST_ORR_PROGRESSION -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Matson_US	Gopalakrishnan_US	38	25	14	24	14	11	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.6688311688311688	0.4446428571428571	0.8831168831168832	500	0.7065608576886773	0.2223822694871413	0.6655844155844155	0.7857142857142857	0.5454545454545454	0.6340651401834644	Matson_2018	Gopalakrishnan_2018	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	anti_PD1_only	1	0.0	0.1915789473684211	3.6375861597263857	3.218875824868201	1.1378781135158458	0.3294047339119271	0.3564483862875205	0.0470108604845447	RECIST_ORR_PROGRESSION	DCB6_COMPATIBLE	0	RECIST_ORR_PROGRESSION -> DCB6
PRIMARY	elastic_net	Matson_US	Lee_Barcelona	38	12	14	24	6	6	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.3611111111111111	0.0555555555555555	0.6944444444444444	500	0.5455026455026455	0.3069400066838536	0.5	0.8333333333333334	0.1666666666666666	0.8163410453625503	Matson_2018	Lee_2022_family	0	United_States	Spain	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0		0.131578947368421	3.6375861597263857	2.4849066497880004	1.9036925455120648	0.5117333886100498	0.4641582272842964	0.0705275092493137	RECIST_ORR_PROGRESSION	DCB6_COMPATIBLE	0	RECIST_ORR_PROGRESSION -> DCB6
PRIMARY	elastic_net	Matson_US	Lee_Leeds	38	18	14	24	10	8	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.7375	0.4874999999999999	0.9375	500	0.7906240981240981	0.2208483667256393	0.675	0.6	0.75	0.6308828711413305	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0		0.1871345029239766	3.6375861597263857	2.8903717578961645	1.9771596498918715	0.5811823747640369	0.4902006108992929	0.0701131134715094	RECIST_ORR_PROGRESSION	DCB6_COMPATIBLE	0	RECIST_ORR_PROGRESSION -> DCB6
PRIMARY	elastic_net	Matson_US	Lee_Manchester	38	25	14	24	12	13	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.3461538461538461	0.1120192307692307	0.5546474358974358	500	0.4423281318118274	0.3271124113303525	0.4038461538461538	0.5	0.3076923076923077	0.8720895884765494	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0		0.111578947368421	3.6375861597263857	3.218875824868201	2.0526455035056514	0.652012344550797	0.5576993360744268	0.069281775868242	RECIST_ORR_PROGRESSION	DCB6_COMPATIBLE	0	RECIST_ORR_PROGRESSION -> DCB6
PRIMARY	elastic_net	Matson_US	Lee_PRIMM_NL	38	55	14	24	33	22	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.3691460055096418	0.2071280991735537	0.5390495867768591	500	0.5180867368418551	0.3127056478983295	0.5075757575757576	0.5151515151515151	0.5	0.8344750155644862	Matson_2018	Lee_2022_family	0	United_States	Netherlands	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	0.22	0.231578947368421	3.6375861597263857	4.007333185232471	2.151580063750936	0.7076207020813287	0.5984839380121251	0.0654975100087881	RECIST_ORR_PROGRESSION	DCB6_COMPATIBLE	0	RECIST_ORR_PROGRESSION -> DCB6
PRIMARY	elastic_net	Matson_US	Lee_PRIMM_UK	38	54	14	24	33	21	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4935064935064935	0.3296897546897547	0.6667388167388167	500	0.5712235801339689	0.3256200047724564	0.4307359307359307	0.2424242424242424	0.6190476190476191	0.8643167310813215	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	0.53	0.2426900584795322	3.6375861597263857	3.9889840465642745	1.8534931918759976	0.6124204863537068	0.5259206807769226	0.0625218248442976	RECIST_ORR_PROGRESSION	DCB6_COMPATIBLE	0	RECIST_ORR_PROGRESSION -> DCB6
PRIMARY	elastic_net	Matson_US	Spencer_US	38	97	14	24	71	26	432	1.0642079206855305e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4761646803900324	0.3290899241603467	0.6118770314192848	500	0.7383453944183336	0.271122260034931	0.5124593716143012	0.5633802816901409	0.4615384615384615	0.7390269573036167	Matson_2018	Spencer_2021	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	anti_PD1_based_unspecified_mix	0		0.3635377102550189	3.6375861597263857	4.574710978503383	1.085571598218901	0.2896984855829794	0.3022554757028195	0.0361967756898382	RECIST_ORR_PROGRESSION	DCB6_COMPATIBLE	0	RECIST_ORR_PROGRESSION -> DCB6
PRIMARY	elastic_net	Spencer_US	Frankel_US	97	39	71	26	24	15	326	5.144767586148716e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4416666666666666	0.2831944444444444	0.6459027777777777	500	0.6483937589999029	0.302387808456899	0.475	0.75	0.2	0.8243947017735539	Spencer_2021	Frankel_2017	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0		0.1165741475019824	4.574710978503383	3.6635616461296463	1.37106100772541	0.4428438885729916	0.3915311991633044	0.0590633715817809	DCB6_COMPATIBLE	RECIST_ORR_PROGRESSION	0	DCB6 -> RECIST_ORR_PROGRESSION
PRIMARY	elastic_net	Spencer_US	Gopalakrishnan_US	97	25	71	26	14	11	326	5.144767586148716e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.4155844155844156	0.2043831168831169	0.6753246753246753	500	0.5647224647434731	0.3214055056427093	0.4025974025974026	0.7142857142857143	0.0909090909090909	0.872986344139286	Spencer_2021	Gopalakrishnan_2018	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_based_unspecified_mix	anti_PD1_only	0		0.1719587628865978	4.574710978503383	3.218875824868201	0.8663222398807107	0.3242323634033718	0.3265638556807378	0.0339318792809219	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Spencer_US	Lee_Barcelona	97	12	71	26	6	6	326	5.144767586148716e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.75	0.4166666666666666	1.0	500	0.8210678210678211	0.2264934425082505	0.6666666666666667	0.8333333333333334	0.5	0.6388934386603443	Spencer_2021	Lee_2022_family	0	United_States	Spain	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0		0.2319587628865979	4.574710978503383	2.4849066497880004	1.391846202645219	0.4289819163420409	0.4015192194367887	0.0595697843856901	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Spencer_US	Lee_Leeds	97	18	71	26	10	8	326	5.144767586148716e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.55	0.25	0.8125000000000001	500	0.7105863499245851	0.2754158200129588	0.5375	0.2	0.875	0.7589564411972411	Spencer_2021	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0		0.1764032073310423	4.574710978503383	2.8903717578961645	1.8343999907642503	0.5462421632104126	0.4705456297019126	0.0711516832773583	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
PRIMARY	elastic_net	Spencer_US	Lee_Manchester	97	25	71	26	12	13	326	5.144767586148716e-07	"{""C"": 0.2, ""l1_ratio"": 0.75}"	0.3269230769230769	0.1474358974358974	0.5418269230769229	500	0.4247062788432757	0.389482639660569	0.3525641025641025	0.1666666666666666	0.5384615384615384	1.0862878358029104	Spencer_2021	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0		0.2519587628865979	4.574710978503383	3.218875824868201	1.9981247694722843	0.6634308562491238	0.5626092193735298	0.0676432662412043	DCB6_COMPATIBLE	DCB6_COMPATIBLE	1	DCB6 -> DCB6
