feature_cap	repeat	train_domain	test_domain	train_n_original	train_n_sampled	train_responders_sampled	selected_features	roc_auc	pr_auc	brier
10	4	Gopalakrishnan_US	Lee_PRIMM_UK	25	25	14	10	0.5382395382395383	0.6327029013701215	0.24685810859384083
10	4	Gopalakrishnan_US	Matson_US	25	25	14	10	0.5833333333333334	0.4431332259303557	0.24880921301559084
10	4	Gopalakrishnan_US	Spencer_US	25	25	14	10	0.5725893824485373	0.7770529759189398	0.24783900087869534
10	4	Lee_Manchester	Frankel_US	25	25	12	10	0.5	0.6153846153846154	0.25015988796717287
10	4	Lee_Manchester	Gopalakrishnan_US	25	25	12	10	0.5	0.56	0.25008337078795373
10	4	Lee_Manchester	Lee_Barcelona	25	25	12	10	0.5	0.5	0.250000477177133
10	4	Lee_Manchester	Lee_Leeds	25	25	12	10	0.5	0.5555555555555556	0.2500772305204855
10	4	Lee_Manchester	Lee_PRIMM_NL	25	25	12	10	0.5	0.6	0.25013863319516755
10	4	Lee_Manchester	Lee_PRIMM_UK	25	25	12	10	0.5	0.6111111111111112	0.2501539838638381
10	4	Lee_Manchester	Matson_US	25	25	12	10	0.5	0.3684210526315789	0.24981869294287706
10	4	Lee_Manchester	Spencer_US	25	25	12	10	0.5	0.7319587628865979	0.25032094216741924
10	4	Lee_PRIMM_NL	Frankel_US	55	25	15	10	0.5472222222222223	0.6593981145205485	0.24608266946607324
10	4	Lee_PRIMM_NL	Gopalakrishnan_US	55	25	15	10	0.33766233766233766	0.5655782427307388	0.2510338985423796
10	4	Lee_PRIMM_NL	Lee_Barcelona	55	25	15	10	0.6944444444444444	0.8075757575757575	0.24414798997509377
10	4	Lee_PRIMM_NL	Lee_Leeds	55	25	15	10	0.5375000000000001	0.6525918525918526	0.246285165137431
10	4	Lee_PRIMM_NL	Lee_Manchester	55	25	15	10	0.49358974358974356	0.49025484749168957	0.251896366317913
10	4	Lee_PRIMM_NL	Lee_PRIMM_UK	55	25	15	10	0.40981240981240985	0.5735819169078814	0.25111314897630793
10	4	Lee_PRIMM_NL	Matson_US	55	25	15	10	0.41071428571428564	0.38135679026732117	0.2602713485132084
10	4	Lee_PRIMM_NL	Spencer_US	55	25	15	10	0.6099674972914408	0.7834309888037517	0.23890965523152866
10	4	Lee_PRIMM_UK	Frankel_US	54	25	15	10	0.5	0.6153846153846154	0.25144561143534044
10	4	Lee_PRIMM_UK	Gopalakrishnan_US	54	25	15	10	0.5	0.56	0.2507695958415253
10	4	Lee_PRIMM_UK	Lee_Barcelona	54	25	15	10	0.5	0.5	0.2500372456148924
10	4	Lee_PRIMM_UK	Lee_Leeds	54	25	15	10	0.5	0.5555555555555556	0.25071534767658954
10	4	Lee_PRIMM_UK	Lee_Manchester	54	25	15	10	0.5	0.48	0.24979312887268132
10	4	Lee_PRIMM_UK	Lee_PRIMM_NL	54	25	15	10	0.5	0.6	0.25125782932594737
10	4	Lee_PRIMM_UK	Matson_US	54	25	15	10	0.5	0.3684210526315789	0.2484312144161358
10	4	Lee_PRIMM_UK	Spencer_US	54	25	15	10	0.5	0.7319587628865979	0.25286849649105086
10	4	Matson_US	Frankel_US	38	25	9	10	0.35000000000000003	0.5547585503226851	0.253844731399054
10	4	Matson_US	Gopalakrishnan_US	38	25	9	10	0.5064935064935066	0.6294048284663009	0.25125320867029455
10	4	Matson_US	Lee_Barcelona	38	25	9	10	0.6666666666666666	0.7787397787397787	0.2425775041008342
10	4	Matson_US	Lee_Leeds	38	25	9	10	0.65	0.6801443001443002	0.2489027252931728
10	4	Matson_US	Lee_Manchester	38	25	9	10	0.3589743589743589	0.43029595783112407	0.2535734767897603
10	4	Matson_US	Lee_PRIMM_NL	38	25	9	10	0.4517906336088154	0.5732361900987952	0.25381937564116624
10	4	Matson_US	Lee_PRIMM_UK	38	25	9	10	0.5656565656565656	0.6513856512261229	0.2520618694886691
10	4	Matson_US	Spencer_US	38	25	9	10	0.6703683640303358	0.8294330673485582	0.2445748684134738
10	4	Spencer_US	Frankel_US	97	25	18	10	0.4722222222222222	0.6129850450163609	0.2675702260436059
10	4	Spencer_US	Gopalakrishnan_US	97	25	18	10	0.37012987012987014	0.5056280153695206	0.2859956569200624
10	4	Spencer_US	Lee_Barcelona	97	25	18	10	0.888888888888889	0.8972222222222221	0.20480269865704512
10	4	Spencer_US	Lee_Leeds	97	25	18	10	0.875	0.9170482295482294	0.19320150664495186
10	4	Spencer_US	Lee_Manchester	97	25	18	10	0.4423076923076923	0.4396926781795203	0.25927552820751415
10	4	Spencer_US	Lee_PRIMM_NL	97	25	18	10	0.47658402203856753	0.6392230894670943	0.2637161289528754
10	4	Spencer_US	Lee_PRIMM_UK	97	25	18	10	0.5281385281385281	0.6549628276755067	0.2581476199271021
10	4	Spencer_US	Matson_US	97	25	18	10	0.5297619047619048	0.4276685219279877	0.2715172636416165
10	5	Frankel_US	Gopalakrishnan_US	39	25	15	10	0.4188311688311688	0.5832518295706477	0.25391649011999773
10	5	Frankel_US	Lee_Barcelona	39	25	15	10	0.6666666666666666	0.787037037037037	0.24035172299077423
10	5	Frankel_US	Lee_Leeds	39	25	15	10	0.6375	0.6562004662004661	0.24501634627251384
10	5	Frankel_US	Lee_Manchester	39	25	15	10	0.5352564102564102	0.5131229783861363	0.24957366795708524
10	5	Frankel_US	Lee_PRIMM_NL	39	25	15	10	0.5247933884297521	0.6281869090409438	0.24999126188036025
10	5	Frankel_US	Lee_PRIMM_UK	39	25	15	10	0.41414141414141414	0.5736039074047496	0.2535779505870327
10	5	Frankel_US	Matson_US	39	25	15	10	0.41220238095238093	0.3622010430075155	0.2556331927180561
10	5	Frankel_US	Spencer_US	39	25	15	10	0.5644637053087758	0.7643031902741741	0.24336149874427823
10	5	Gopalakrishnan_US	Frankel_US	25	25	14	10	0.5611111111111111	0.6234211014688227	0.251377058656178
10	5	Gopalakrishnan_US	Lee_Barcelona	25	25	14	10	0.05555555555555554	0.3567099567099567	0.271901900428491
10	5	Gopalakrishnan_US	Lee_Leeds	25	25	14	10	0.4875	0.5813830532212885	0.24891758269366449
10	5	Gopalakrishnan_US	Lee_Manchester	25	25	14	10	0.5	0.484593837535014	0.2492461983210664
10	5	Gopalakrishnan_US	Lee_PRIMM_NL	25	25	14	10	0.5826446280991736	0.6833465274294435	0.2437741413332205
10	5	Gopalakrishnan_US	Lee_PRIMM_UK	25	25	14	10	0.5382395382395383	0.6327029013701215	0.2467955274878582
10	5	Gopalakrishnan_US	Matson_US	25	25	14	10	0.5833333333333334	0.4431332259303557	0.2488980227450263
10	5	Gopalakrishnan_US	Spencer_US	25	25	14	10	0.5725893824485373	0.7770529759189398	0.24768540173166745
10	5	Lee_Manchester	Frankel_US	25	25	12	10	0.5	0.6153846153846154	0.24896304808604738
10	5	Lee_Manchester	Gopalakrishnan_US	25	25	12	10	0.5	0.56	0.24947087363126288
10	5	Lee_Manchester	Lee_Barcelona	25	25	12	10	0.5	0.5	0.2500210179719132
10	5	Lee_Manchester	Lee_Leeds	25	25	12	10	0.5	0.5555555555555556	0.24951162506390365
10	5	Lee_Manchester	Lee_PRIMM_NL	25	25	12	10	0.5	0.6	0.2491041107374961
10	5	Lee_Manchester	Lee_PRIMM_UK	25	25	12	10	0.5	0.6111111111111112	0.2490022321558942
10	5	Lee_Manchester	Matson_US	25	25	12	10	0.5	0.3684210526315789	0.2512274748593043
10	5	Lee_Manchester	Spencer_US	25	25	12	10	0.5	0.7319587628865979	0.24789417129414143
10	5	Lee_PRIMM_NL	Frankel_US	55	25	15	10	0.5	0.6153846153846154	0.2499199000564461
10	5	Lee_PRIMM_NL	Gopalakrishnan_US	55	25	15	10	0.5	0.56	0.249958406033527
