feature_cap	analysis_set	directed_pairs	mean_roc_auc	median_roc_auc	sd_roc_auc	mean_pr_auc	mean_brier	reciprocal_pairs	mean_abs_delta_auc	median_abs_delta_auc	pairs_ge_0_10	pairs_ge_0_20	max_abs_delta_auc	repeat
25	downsample_sources_to_25_all_targets	56	0.5238838006425063	0.5295985313590947	0.13205693066801213	0.6159842998519266	0.2533252843140465	21	0.11528758457261294	0.10910656245163286	11	4	0.30140692640692646	19
25	downsample_sources_to_25_all_targets	56	0.5116089739141972	0.4981722822631913	0.11087177082684932	0.6125254230423918	0.2520365999815904	21	0.11243048428547786	0.10822510822510822	11	3	0.2615613553113553	20
25	downsample_sources_to_25_all_targets	56	0.5017217326774956	0.48186232781303207	0.12439281194777656	0.6067290592424627	0.253459871881644	21	0.11612900751024953	0.10554874063196723	11	3	0.26505312868949227	21
25	downsample_sources_to_25_all_targets	56	0.5209693082630994	0.5204496208017335	0.1208292515961826	0.6230420545661453	0.2509149026690392	21	0.11330223395455699	0.09623709623709625	8	3	0.39538239538239556	22
25	downsample_sources_to_25_all_targets	56	0.49982112118352856	0.4741522366522367	0.11323647751222109	0.6104139333277565	0.25536542513510607	21	0.08083947530055997	0.08154761904761904	5	1	0.2919372294372294	23
25	downsample_sources_to_25_all_targets	56	0.5091297049919523	0.49722222222222223	0.12631520187059692	0.6131418333616988	0.2526461470050586	21	0.11896078930215567	0.09623709623709625	10	5	0.31925366300366304	24
25	downsample_sources_to_25_all_targets	56	0.4913717416451148	0.48502006600598147	0.11215037794911774	0.5938190509703899	0.2531818018470774	21	0.10903035067453395	0.09502164502164495	9	3	0.31531059636053227	25
25	downsample_sources_to_25_all_targets	56	0.5050569461805343	0.5087563951200316	0.12644337496163213	0.6061885001785641	0.2540118083897943	21	0.10688341819789596	0.10660173160173159	13	2	0.2731712731712732	26
25	downsample_sources_to_25_all_targets	56	0.5017210452716957	0.5	0.11591491640555705	0.6042935186096242	0.2540681236996586	21	0.09850543313937313	0.10265116339059999	11	1	0.251082251082251	27
25	downsample_sources_to_25_all_targets	56	0.5091690418745076	0.5	0.10270227746399323	0.5995914554414722	0.2547886013433035	21	0.08493771507878878	0.05643315018315026	5	2	0.2936507936507936	28
25	downsample_sources_to_25_all_targets	56	0.5075593644797218	0.5335137085137085	0.12955020794299035	0.6119720176263631	0.25361913564293276	21	0.14015747313373983	0.12608225108225113	12	5	0.34226190476190477	29
25	downsample_sources_to_25_all_targets	56	0.5050145627337471	0.5065304014167651	0.11280754022608436	0.6058048474833005	0.25359799363366436	21	0.10017115456913335	0.10271546635183004	11	1	0.23243345074330996	30
25	downsample_sources_to_25_all_targets	56	0.5007546271743671	0.4935064935064935	0.1021992308798455	0.6031425548186246	0.25380569043240114	21	0.09959492670645954	0.09623709623709625	9	3	0.22179487179487184	31
25	downsample_sources_to_25_all_targets	56	0.4929163912062725	0.5	0.10246995751985381	0.5983487320489281	0.2556223774289486	21	0.0873044949972424	0.06160506160506163	4	3	0.30643315018315037	32
25	downsample_sources_to_25_all_targets	56	0.5144968282085017	0.49241955227870726	0.112664622651409	0.6174858557383177	0.25535909510077076	21	0.09206932543200148	0.0987721198988804	10	2	0.2131050767414403	33
25	downsample_sources_to_25_all_targets	56	0.4987016029548212	0.5	0.11772094887251008	0.5970427491780222	0.2555744852281893	21	0.12793322551988184	0.11388888888888887	13	3	0.24945887445887455	34
25	downsample_sources_to_25_all_targets	56	0.5219051183386914	0.5238095238095238	0.11013547206969874	0.6223938690698059	0.25314885694691813	21	0.09398273425962286	0.063924963924964	8	1	0.2603507603507603	35
25	downsample_sources_to_25_all_targets	56	0.49710411495768525	0.5	0.1229092156009857	0.5930555314366088	0.255118473282232	21	0.0967117730161904	0.0652958152958153	7	3	0.38205128205128197	36
25	downsample_sources_to_25_all_targets	56	0.48968139561886703	0.4911976911976912	0.1178230883702814	0.5900045047887753	0.25410370740447263	21	0.11513133132508474	0.09623709623709625	10	3	0.2474358974358974	37
25	downsample_sources_to_25_all_targets	56	0.499102253910221	0.5204795204795205	0.1148183306165521	0.6032972048316897	0.25563203571781834	21	0.13823608217585717	0.10561786698150333	11	4	0.34036796536796543	38
25	downsample_sources_to_25_all_targets	56	0.5085522920511545	0.5022014566028651	0.11871547387375184	0.6110222513647351	0.2542484274820348	21	0.1054963300744808	0.09623709623709625	9	4	0.2364718614718615	39
25	downsample_sources_to_25_all_targets	56	0.4999510430052489	0.4967532467532467	0.09419390188743063	0.6048270537058384	0.2522859703297233	21	0.11037808903525932	0.09893578643578638	10	3	0.3364817001180637	40
25	downsample_sources_to_25_all_targets	56	0.5086652580006168	0.4988609874973511	0.1278663435836617	0.6099795843147319	0.2529477125544079	21	0.08939283500171558	0.07910271546635195	7	1	0.2679716117216118	41
25	downsample_sources_to_25_all_targets	56	0.5033588966917631	0.48688016528925615	0.1328097844619344	0.6091603566562541	0.25460088497131916	21	0.10641889599841861	0.10641025641025637	12	2	0.30643315018315026	42
25	downsample_sources_to_25_all_targets	56	0.5201760148138703	0.5	0.10465000419949945	0.6098179418277143	0.25392583810138925	21	0.12119091797274525	0.09623709623709625	10	4	0.32797619047619053	43
25	downsample_sources_to_25_all_targets	56	0.5171764034944538	0.5229166666666667	0.11214946994594045	0.6193635368622046	0.25126145195601657	21	0.09567378475943504	0.0872222456729499	5	3	0.30140692640692646	44
