feature_cap	train_domain	test_domain	train_n	test_n	train_responders	test_responders	selected_features	pseudocount	roc_auc	pr_auc	brier
10	Lee_Barcelona	Lee_PRIMM_UK	12	54	6	33	10	1.0246076956438827e-07	0.5	0.6111111111111112	0.25112770315466315
10	Lee_Barcelona	Matson_US	12	38	6	14	10	1.0246076956438827e-07	0.5	0.3684210526315789	0.24871837923128234
10	Lee_Barcelona	Spencer_US	12	97	6	71	10	1.0246076956438827e-07	0.5	0.7319587628865979	0.25232742736393327
10	Lee_Leeds	Frankel_US	18	39	10	24	10	1.0661815682701918e-07	0.5	0.6153846153846154	0.24688446719775756
10	Lee_Leeds	Gopalakrishnan_US	18	25	10	14	10	1.0661815682701918e-07	0.5	0.56	0.24847944314094236
10	Lee_Leeds	Lee_Barcelona	18	12	10	6	10	1.0661815682701918e-07	0.5	0.5	0.2502073337460591
10	Lee_Leeds	Lee_Manchester	18	25	10	12	10	1.0661815682701918e-07	0.5	0.48	0.250783297281098
10	Lee_Leeds	Lee_PRIMM_NL	18	55	10	33	10	1.0661815682701918e-07	0.5	0.6	0.24732751607086442
10	Lee_Leeds	Lee_PRIMM_UK	18	54	10	33	10	1.0661815682701918e-07	0.5	0.6111111111111112	0.2470075363291763
10	Lee_Leeds	Matson_US	18	38	10	14	10	1.0661815682701918e-07	0.5	0.3684210526315789	0.2539965675292098
10	Lee_Leeds	Spencer_US	18	97	10	71	10	1.0661815682701918e-07	0.5	0.7319587628865979	0.2435273442932883
10	Lee_Manchester	Frankel_US	25	39	12	24	10	5.636676092699121e-08	0.5	0.6153846153846154	0.2524691198000504
10	Lee_Manchester	Gopalakrishnan_US	25	25	12	14	10	5.636676092699121e-08	0.5	0.56	0.251334320329091
10	Lee_Manchester	Lee_Barcelona	25	12	12	6	10	5.636676092699121e-08	0.5	0.5	0.2501049542355516
10	Lee_Manchester	Lee_Leeds	25	18	12	10	10	5.636676092699121e-08	0.5	0.5555555555555556	0.25124325617401394
