feature_cap	train_domain	test_domain	train_n	test_n	train_responders	test_responders	selected_features	pseudocount	roc_auc	pr_auc	brier
50	Lee_PRIMM_UK	Lee_PRIMM_NL	54	55	33	33	50	1.0701941407104337e-07	0.5275482093663912	0.673647433805223	0.2443980225172804
50	Lee_PRIMM_UK	Matson_US	54	38	33	14	50	1.0701941407104337e-07	0.4761904761904762	0.41117691455015737	0.2488362431421851
50	Lee_PRIMM_UK	Spencer_US	54	97	33	71	50	1.0701941407104337e-07	0.46803900325027087	0.7570245901232956	0.2558374115764385
50	Matson_US	Frankel_US	38	39	14	24	50	1.0642079206855303e-07	0.5638888888888889	0.7097253171823193	0.25468880329444943
50	Matson_US	Gopalakrishnan_US	38	25	14	14	50	1.0642079206855303e-07	0.538961038961039	0.6539710429626396	0.2538762273845603
50	Matson_US	Lee_Barcelona	38	12	14	6	50	1.0642079206855303e-07	0.6666666666666666	0.7529461279461279	0.22946983172339233
50	Matson_US	Lee_Leeds	38	18	14	10	50	1.0642079206855303e-07	0.5875	0.6209226884226885	0.25238502170719845
50	Matson_US	Lee_Manchester	38	25	14	12	50	1.0642079206855303e-07	0.5705128205128205	0.5852915804002761	0.25631962911375106
50	Matson_US	Lee_PRIMM_NL	38	55	14	33	50	1.0642079206855303e-07	0.49724517906336096	0.6212750929831646	0.2508940571499388
50	Matson_US	Lee_PRIMM_UK	38	54	14	33	50	1.0642079206855303e-07	0.5670995670995671	0.7021430886658181	0.24295273357315722
50	Matson_US	Spencer_US	38	97	14	71	50	1.0642079206855303e-07	0.45016251354279524	0.7218373904106687	0.2677485422508798
50	Spencer_US	Frankel_US	97	39	71	24	50	5.144767586148716e-07	0.40555555555555556	0.5778336345889531	0.28173081611051504
50	Spencer_US	Gopalakrishnan_US	97	25	71	14	50	5.144767586148716e-07	0.3246753246753247	0.4725519196226175	0.3371781118054568
50	Spencer_US	Lee_Barcelona	97	12	71	6	50	5.144767586148716e-07	0.6111111111111112	0.6561868686868686	0.24942627315753807
50	Spencer_US	Lee_Leeds	97	18	71	10	50	5.144767586148716e-07	0.49999999999999994	0.6209974747474747	0.2749072253458481
50	Spencer_US	Lee_Manchester	97	25	71	12	50	5.144767586148716e-07	0.3589743589743589	0.4073478038509504	0.30383205068268637
50	Spencer_US	Lee_PRIMM_NL	97	55	71	33	50	5.144767586148716e-07	0.43112947658402206	0.5681300470593492	0.2964146958861795
50	Spencer_US	Lee_PRIMM_UK	97	54	71	33	50	5.144767586148716e-07	0.5281385281385282	0.6298076977027078	0.28064730564682805
50	Spencer_US	Matson_US	97	38	71	14	50	5.144767586148716e-07	0.5625	0.4954658526610145	0.26702474733475545
500	Frankel_US	Gopalakrishnan_US	39	25	24	14	500	1.6488298996136508e-07	0.6298701298701298	0.6981695891085733	0.23998290923745486
500	Frankel_US	Lee_Barcelona	39	12	24	6	500	1.6488298996136508e-07	0.3055555555555556	0.43439153439153444	0.31797586953584317
500	Frankel_US	Lee_Leeds	39	18	24	10	500	1.6488298996136508e-07	0.16249999999999998	0.41575863678804853	0.35609055013351354
500	Frankel_US	Lee_Manchester	39	25	24	12	500	1.6488298996136508e-07	0.4935897435897436	0.5101589711458132	0.2973281536805638
500	Frankel_US	Lee_PRIMM_NL	39	55	24	33	500	1.6488298996136508e-07	0.534435261707989	0.6038464792259542	0.3059588625330553
500	Frankel_US	Lee_PRIMM_UK	39	54	24	33	500	1.6488298996136508e-07	0.48773448773448774	0.5890538676438212	0.32032897833042384
500	Frankel_US	Matson_US	39	38	24	14	500	1.6488298996136508e-07	0.3630952380952381	0.36601480492103344	0.3144850047875726
500	Frankel_US	Spencer_US	39	97	24	71	500	1.6488298996136508e-07	0.5319609967497291	0.7591550466145952	0.26685990707415064
500	Gopalakrishnan_US	Frankel_US	25	39	14	24	386	2.5004030649745586e-07	0.46944444444444444	0.5856272773896165	0.2827916070008067
500	Gopalakrishnan_US	Lee_Barcelona	25	12	14	6	386	2.5004030649745586e-07	0.33333333333333337	0.46464646464646464	0.28927919278825104
500	Gopalakrishnan_US	Lee_Leeds	25	18	14	10	386	2.5004030649745586e-07	0.35	0.5056395891690009	0.289291045610548
500	Gopalakrishnan_US	Lee_Manchester	25	25	14	12	386	2.5004030649745586e-07	0.5448717948717949	0.6551257143462521	0.25151688169770825
500	Gopalakrishnan_US	Lee_PRIMM_NL	25	55	14	33	386	2.5004030649745586e-07	0.709366391184573	0.8041104172051998	0.22747649918905508
500	Gopalakrishnan_US	Lee_PRIMM_UK	25	54	14	33	386	2.5004030649745586e-07	0.598845598845599	0.7002902149171216	0.2330333110340853
500	Gopalakrishnan_US	Matson_US	25	38	14	14	386	2.5004030649745586e-07	0.5535714285714286	0.45914012647852875	0.23679425778541618
500	Gopalakrishnan_US	Spencer_US	25	97	14	71	386	2.5004030649745586e-07	0.47887323943661975	0.7203708272957581	0.2717727858422424
500	Lee_Barcelona	Frankel_US	12	39	6	24	500	1.0246076956438827e-07	0.3416666666666667	0.5483132421433066	0.25273783955415974
500	Lee_Barcelona	Gopalakrishnan_US	12	25	6	14	500	1.0246076956438827e-07	0.4935064935064935	0.6613990446743845	0.25384492411447646
500	Lee_Barcelona	Lee_Leeds	12	18	6	10	500	1.0246076956438827e-07	0.6875	0.6792199467199467	0.23353433351242897
500	Lee_Barcelona	Lee_Manchester	12	25	6	12	500	1.0246076956438827e-07	0.5641025641025641	0.610987536428713	0.24818008900575617
500	Lee_Barcelona	Lee_PRIMM_NL	12	55	6	33	500	1.0246076956438827e-07	0.4380165289256199	0.6295010655339067	0.25527439950164665
500	Lee_Barcelona	Lee_PRIMM_UK	12	54	6	33	500	1.0246076956438827e-07	0.5512265512265513	0.6930941871124277	0.24433544649362182
500	Lee_Barcelona	Matson_US	12	38	6	14	500	1.0246076956438827e-07	0.45535714285714285	0.4796595719934398	0.2641581399835483
500	Lee_Barcelona	Spencer_US	12	97	6	71	500	1.0246076956438827e-07	0.4875406283856988	0.7156434236356329	0.24512564421330651
500	Lee_Leeds	Frankel_US	18	39	10	24	500	1.0661815682701918e-07	0.38055555555555554	0.5362602682750525	0.26498825744307647
500	Lee_Leeds	Gopalakrishnan_US	18	25	10	14	500	1.0661815682701918e-07	0.4805194805194805	0.625925380457667	0.26302312485081425
500	Lee_Leeds	Lee_Barcelona	18	12	10	6	500	1.0661815682701918e-07	0.7777777777777779	0.775	0.21867763225857317
500	Lee_Leeds	Lee_Manchester	18	25	10	12	500	1.0661815682701918e-07	0.49358974358974356	0.6277324668085539	0.2749481376724132
500	Lee_Leeds	Lee_PRIMM_NL	18	55	10	33	500	1.0661815682701918e-07	0.45041322314049587	0.6195960077734268	0.2531613857464658
500	Lee_Leeds	Lee_PRIMM_UK	18	54	10	33	500	1.0661815682701918e-07	0.5266955266955268	0.6546598556546986	0.2451547780795451
500	Lee_Leeds	Matson_US	18	38	10	14	500	1.0661815682701918e-07	0.34523809523809523	0.2969085779915614	0.28627338304746847
500	Lee_Leeds	Spencer_US	18	97	10	71	500	1.0661815682701918e-07	0.4756229685807151	0.7140041738463052	0.2391202316727982
500	Lee_Manchester	Frankel_US	25	39	12	24	500	5.636676092699121e-08	0.4388888888888889	0.5795666148264343	0.2984657004641399
500	Lee_Manchester	Gopalakrishnan_US	25	25	12	14	500	5.636676092699121e-08	0.512987012987013	0.6063235056868597	0.29142435288247714
500	Lee_Manchester	Lee_Barcelona	25	12	12	6	500	5.636676092699121e-08	0.2222222222222222	0.40046296296296297	0.2901806203189555
500	Lee_Manchester	Lee_Leeds	25	18	12	10	500	5.636676092699121e-08	0.35	0.5135513995808114	0.26912958271176507
500	Lee_Manchester	Lee_PRIMM_NL	25	55	12	33	500	5.636676092699121e-08	0.5440771349862259	0.6238465674203959	0.25395432494236303
500	Lee_Manchester	Lee_PRIMM_UK	25	54	12	33	500	5.636676092699121e-08	0.6176046176046177	0.7482333399752839	0.2368741051845514
500	Lee_Manchester	Matson_US	25	38	12	14	500	5.636676092699121e-08	0.4166666666666667	0.3533549720906588	0.2463138239205845
500	Lee_Manchester	Spencer_US	25	97	12	71	500	5.636676092699121e-08	0.45828819068255683	0.7150204510610499	0.32119976602715494
500	Lee_PRIMM_NL	Frankel_US	55	39	33	24	462	2.1269490829764473e-07	0.46388888888888885	0.5810940493543192	0.3292330876750769
500	Lee_PRIMM_NL	Gopalakrishnan_US	55	25	33	14	462	2.1269490829764473e-07	0.44805194805194803	0.6166875459011009	0.30525455502381016
500	Lee_PRIMM_NL	Lee_Barcelona	55	12	33	6	462	2.1269490829764473e-07	0.5555555555555556	0.6118686868686869	0.27035710887069503
500	Lee_PRIMM_NL	Lee_Leeds	55	18	33	10	462	2.1269490829764473e-07	0.4875	0.5864981750275868	0.2874053521176266
500	Lee_PRIMM_NL	Lee_Manchester	55	25	33	12	462	2.1269490829764473e-07	0.3141025641025641	0.39405436496767765	0.33999864550254705
500	Lee_PRIMM_NL	Lee_PRIMM_UK	55	54	33	33	462	2.1269490829764473e-07	0.56998556998557	0.7064944495067518	0.2500263158254122
500	Lee_PRIMM_NL	Matson_US	55	38	33	14	462	2.1269490829764473e-07	0.5595238095238095	0.41539797487577684	0.24462245011677095
500	Lee_PRIMM_NL	Spencer_US	55	97	33	71	462	2.1269490829764473e-07	0.5140845070422535	0.7665504634063219	0.33654470945206816
500	Lee_PRIMM_UK	Frankel_US	54	39	33	24	500	1.0701941407104337e-07	0.41388888888888886	0.5544910665483089	0.37143036917874694
500	Lee_PRIMM_UK	Gopalakrishnan_US	54	25	33	14	500	1.0701941407104337e-07	0.6168831168831168	0.6729590087783365	0.3040502769681126
500	Lee_PRIMM_UK	Lee_Barcelona	54	12	33	6	500	1.0701941407104337e-07	0.41666666666666663	0.6365740740740741	0.316819308732553
500	Lee_PRIMM_UK	Lee_Leeds	54	18	33	10	500	1.0701941407104337e-07	0.7375	0.7151037851037851	0.22055857538724255
500	Lee_PRIMM_UK	Lee_Manchester	54	25	33	12	500	1.0701941407104337e-07	0.3333333333333333	0.40535319834889094	0.35136265205739264
500	Lee_PRIMM_UK	Lee_PRIMM_NL	54	55	33	33	500	1.0701941407104337e-07	0.6597796143250688	0.7379892695422365	0.22938675986342902
500	Lee_PRIMM_UK	Matson_US	54	38	33	14	500	1.0701941407104337e-07	0.5148809523809523	0.41648661067898196	0.25799768219497504
500	Lee_PRIMM_UK	Spencer_US	54	97	33	71	500	1.0701941407104337e-07	0.5471289274106175	0.7824071205795045	0.3147293932047247
500	Matson_US	Frankel_US	38	39	14	24	432	1.0642079206855303e-07	0.5277777777777778	0.6452162560630326	0.335366947816839
500	Matson_US	Gopalakrishnan_US	38	25	14	14	432	1.0642079206855303e-07	0.6688311688311688	0.7065608576886773	0.2223822694871414
500	Matson_US	Lee_Barcelona	38	12	14	6	432	1.0642079206855303e-07	0.3611111111111111	0.5455026455026455	0.30694000668385407
500	Matson_US	Lee_Leeds	38	18	14	10	432	1.0642079206855303e-07	0.7375	0.7906240981240981	0.2208483667256392
500	Matson_US	Lee_Manchester	38	25	14	12	432	1.0642079206855303e-07	0.34615384615384615	0.4423281318118274	0.3271124113303523
500	Matson_US	Lee_PRIMM_NL	38	55	14	33	432	1.0642079206855303e-07	0.36914600550964183	0.5180867368418551	0.3127056478983297
500	Matson_US	Lee_PRIMM_UK	38	54	14	33	432	1.0642079206855303e-07	0.49350649350649356	0.5712235801339689	0.32562000477245645
500	Matson_US	Spencer_US	38	97	14	71	432	1.0642079206855303e-07	0.47616468039003246	0.7383453944183336	0.2711222600349312
500	Spencer_US	Frankel_US	97	39	71	24	326	5.144767586148716e-07	0.44166666666666665	0.6483937589999029	0.302387808456899
500	Spencer_US	Gopalakrishnan_US	97	25	71	14	326	5.144767586148716e-07	0.4155844155844156	0.5647224647434731	0.32140550564270964
500	Spencer_US	Lee_Barcelona	97	12	71	6	326	5.144767586148716e-07	0.75	0.8210678210678211	0.22649344250824943
500	Spencer_US	Lee_Leeds	97	18	71	10	326	5.144767586148716e-07	0.55	0.7105863499245851	0.2754158200129591
500	Spencer_US	Lee_Manchester	97	25	71	12	326	5.144767586148716e-07	0.3269230769230769	0.4247062788432757	0.38948263966056956
500	Spencer_US	Lee_PRIMM_NL	97	55	71	33	326	5.144767586148716e-07	0.5068870523415977	0.6558949360693397	0.34300942051296923
500	Spencer_US	Lee_PRIMM_UK	97	54	71	33	326	5.144767586148716e-07	0.4314574314574315	0.5826537913628914	0.35572875619124106
500	Spencer_US	Matson_US	97	38	71	14	326	5.144767586148716e-07	0.6041666666666666	0.48584910345003507	0.3080759527878761
