scheme	held_out_group	mode	seed	prediction_type	n	responders	non_responders	prevalence	roc_auc	pr_auc	pr_lift	brier	log_loss	calibration_intercept	calibration_slope
LODO	Gopalakrishnan_US	standard_transductive	20260806	locked_downstream	25	14	11	0.56	0.551948051948052	0.5780689548546691	1.0322659908119092	0.2913677446932665	0.8740125418544891	0.2387757554823988	0.0029565157357549286
LODO	Gopalakrishnan_US	standard_transductive	20260806	embedded_DEBIASM	25	14	11	0.56	0.45454545454545453	0.5952970910724309	1.0630305197721979	0.26019925195939725	0.7160130840329552	0.31250371040273006	-0.12268882074106244
LODO	Lee_Barcelona	online_adaptive	20260802	locked_downstream	12	6	6	0.5	0.5555555555555555	0.6353535353535353	1.2707070707070707	0.3384066504968255	0.9671771495647259	-0.01805049094500282	0.06600177192401196
LODO	Lee_Barcelona	online_adaptive	20260802	embedded_DEBIASM	12	6	6	0.5	0.2777777777777778	0.42328042328042326	0.8465608465608465	0.28958162710267654	0.7783957251914083	2.8310935056691515	-4.660562178479863
LODO	Lee_Barcelona	online_adaptive	20260803	locked_downstream	12	6	6	0.5	0.5833333333333333	0.6631313131313131	1.3262626262626263	0.3352493709912007	0.954715685590267	-0.022510207260048962	0.0827586811903437
LODO	Lee_Barcelona	online_adaptive	20260803	embedded_DEBIASM	12	6	6	0.5	0.2777777777777778	0.42328042328042326	0.8465608465608465	0.2894443952082654	0.7780880073369403	2.7234477628444216	-4.462403095254442
LODO	Lee_Barcelona	online_adaptive	20260804	locked_downstream	12	6	6	0.5	0.611111111111111	0.7186868686868686	1.4373737373737372	0.33564237674500536	0.9578932150123287	-0.02356063093388151	0.07735836081001536
LODO	Lee_Barcelona	online_adaptive	20260804	embedded_DEBIASM	12	6	6	0.5	0.2777777777777778	0.42328042328042326	0.8465608465608465	0.2904180459959728	0.7804892302919227	2.6963708784579246	-4.337265266015344
LODO	Lee_Barcelona	online_adaptive	20260805	locked_downstream	12	6	6	0.5	0.5555555555555555	0.6353535353535353	1.2707070707070707	0.3355912176740556	0.9558572784090452	-0.02148128174169174	0.07113119356407989
LODO	Lee_Barcelona	online_adaptive	20260805	embedded_DEBIASM	12	6	6	0.5	0.3055555555555556	0.43439153439153444	0.8687830687830689	0.2893578871000244	0.777954711689532	2.5590903896747768	-4.201738618960652
LODO	Lee_Barcelona	online_adaptive	20260806	locked_downstream	12	6	6	0.5	0.611111111111111	0.7186868686868686	1.4373737373737372	0.3341484048994287	0.9521094383990056	-0.022560372936524128	0.08236434808664024
LODO	Lee_Barcelona	online_adaptive	20260806	embedded_DEBIASM	12	6	6	0.5	0.2777777777777778	0.42328042328042326	0.8465608465608465	0.28959033206860835	0.7785585252305899	2.67328630609714	-4.312886203399113
LODO	Lee_Barcelona	standard_transductive	20260802	locked_downstream	12	6	6	0.5	0.4444444444444444	0.5833333333333334	1.1666666666666667	0.3514070857516385	0.9529710270369116	0.060388292576831114	-0.1177738256822679
LODO	Lee_Barcelona	standard_transductive	20260802	embedded_DEBIASM	12	6	6	0.5	0.5277777777777777	0.6876623376623376	1.3753246753246753	0.28478790553596145	0.7667870104205882	0.029704330977775976	-0.041950104987206374
LODO	Lee_Barcelona	standard_transductive	20260803	locked_downstream	12	6	6	0.5	0.4444444444444444	0.5833333333333334	1.1666666666666667	0.3476974847372447	0.9403448178132155	0.04722338097263492	-0.09289557950008037
LODO	Lee_Barcelona	standard_transductive	20260803	embedded_DEBIASM	12	6	6	0.5	0.5277777777777777	0.6876623376623376	1.3753246753246753	0.28514384637370266	0.7674765535013535	0.0513731024990913	-0.07273869889837604
LODO	Lee_Barcelona	standard_transductive	20260804	locked_downstream	12	6	6	0.5	0.4444444444444444	0.5833333333333334	1.1666666666666667	0.34950728369655293	0.9465034246901771	0.055338714974674894	-0.10556896053972457
LODO	Lee_Barcelona	standard_transductive	20260804	embedded_DEBIASM	12	6	6	0.5	0.5277777777777777	0.6876623376623376	1.3753246753246753	0.28595958529589954	0.7695017862181551	0.03409112826989399	-0.04732001781551244
LODO	Lee_Barcelona	standard_transductive	20260805	locked_downstream	12	6	6	0.5	0.4444444444444444	0.5833333333333334	1.1666666666666667	0.3500049802851906	0.9469139227117594	0.059432531834165005	-0.11298774572629325
LODO	Lee_Barcelona	standard_transductive	20260805	embedded_DEBIASM	12	6	6	0.5	0.5277777777777777	0.6876623376623376	1.3753246753246753	0.28486948284632635	0.7669611152007091	0.02168306566904855	-0.030598880945687884
LODO	Lee_Barcelona	standard_transductive	20260806	locked_downstream	12	6	6	0.5	0.4444444444444444	0.5833333333333334	1.1666666666666667	0.34846318536471355	0.9425855988707973	0.052531628164092674	-0.10294042829058823
LODO	Lee_Barcelona	standard_transductive	20260806	embedded_DEBIASM	12	6	6	0.5	0.5277777777777777	0.6876623376623376	1.3753246753246753	0.2853238192079178	0.7680195388400061	0.003960513408731607	-0.005498746581740828
LODO	Lee_Leeds	online_adaptive	20260802	locked_downstream	18	10	8	0.5555555555555556	0.5375000000000001	0.5739128845011199	1.0330431921020158	0.32687761178553953	1.0722248074171463	0.21782100437646285	0.040995423121633075
LODO	Lee_Leeds	online_adaptive	20260802	embedded_DEBIASM	18	10	8	0.5555555555555556	0.47500000000000003	0.6206733544233544	1.1172120379620378	0.2588762245308638	0.7123349811507577	1.0124854772910874	-1.357803092364275
LODO	Lee_Leeds	online_adaptive	20260803	locked_downstream	18	10	8	0.5555555555555556	0.525	0.5572462178344532	1.0030431921020155	0.3261960082283837	1.070666918098123	0.21834832892605527	0.04062531819291902
LODO	Lee_Leeds	online_adaptive	20260803	embedded_DEBIASM	18	10	8	0.5555555555555556	0.4875	0.6356733544233544	1.1442120379620377	0.2589744648078278	0.7124847503575665	1.0623270997966907	-1.462880414563439
LODO	Lee_Leeds	online_adaptive	20260804	locked_downstream	18	10	8	0.5555555555555556	0.525	0.5572462178344532	1.0030431921020155	0.32679954881262213	1.0651304231451013	0.21803717633287553	0.04353015371849209
LODO	Lee_Leeds	online_adaptive	20260804	embedded_DEBIASM	18	10	8	0.5555555555555556	0.47500000000000003	0.5751605339105339	1.035288961038961	0.25818376796548925	0.7108207573362614	1.0451992061704511	-1.470803020987521
LODO	Lee_Leeds	online_adaptive	20260805	locked_downstream	18	10	8	0.5555555555555556	0.525	0.5572462178344532	1.0030431921020155	0.32666931682776157	1.0627625017093207	0.21822741411405075	0.04519437069357149
