scheme	held_out_group	mode	seed	prediction_type	debiasm_roc_auc	frozen_baseline_roc_auc	delta_roc_auc	debiasm_pr_auc	frozen_baseline_pr_auc	delta_pr_auc	debiasm_brier	frozen_baseline_brier	delta_brier
LODO	Lee_PRIMM_NL	online_adaptive	20260803	locked_downstream	0.5895316804407713	0.6019283746556474	-0.012396694214876103	0.6511122114423374	0.6935693231462094	-0.04245711170387201	0.28517811919014696	0.26583258051604963	0.01934553867409733
LODO	Lee_PRIMM_NL	online_adaptive	20260803	embedded_DEBIASM	0.5454545454545455	0.6019283746556474	-0.05647382920110189	0.6256730248373097	0.6935693231462094	-0.06789629830889976	0.2404520534709678	0.26583258051604963	-0.02538052704508184
LODO	Lee_PRIMM_NL	online_adaptive	20260804	locked_downstream	0.5922865013774106	0.6019283746556474	-0.009641873278236845	0.6593138611816465	0.6935693231462094	-0.03425546196456297	0.28583116472951015	0.26583258051604963	0.019998584213460513
LODO	Lee_PRIMM_NL	online_adaptive	20260804	embedded_DEBIASM	0.5358126721763086	0.6019283746556474	-0.06611570247933884	0.6224570099878578	0.6935693231462094	-0.07111231315835165	0.24144545500089298	0.26583258051604963	-0.02438712551515665
LODO	Lee_PRIMM_NL	online_adaptive	20260805	locked_downstream	0.5895316804407713	0.6019283746556474	-0.012396694214876103	0.6552135698540407	0.6935693231462094	-0.03835575329216878	0.2862513213416543	0.26583258051604963	0.020418740825604687
LODO	Lee_PRIMM_NL	online_adaptive	20260805	embedded_DEBIASM	0.5440771349862259	0.6019283746556474	-0.05785123966942152	0.6260127278445469	0.6935693231462094	-0.06755659530166258	0.24072578513035603	0.26583258051604963	-0.025106795385693603
LODO	Lee_PRIMM_NL	online_adaptive	20260806	locked_downstream	0.5895316804407713	0.6019283746556474	-0.012396694214876103	0.6572869870171223	0.6935693231462094	-0.036282336129087156	0.28554215048045245	0.26583258051604963	0.019709569964402818
LODO	Lee_PRIMM_NL	online_adaptive	20260806	embedded_DEBIASM	0.5454545454545454	0.6019283746556474	-0.056473829201102	0.6290864840943466	0.6935693231462094	-0.0644828390518628	0.24099307394592834	0.26583258051604963	-0.024839506570121295
LODO	Lee_PRIMM_NL	standard_transductive	20260802	locked_downstream	0.5964187327823691	0.6019283746556474	-0.005509641873278293	0.6655908500208013	0.6935693231462094	-0.027978473125408132	0.27420639597215896	0.26583258051604963	0.008373815456109324
LODO	Lee_PRIMM_NL	standard_transductive	20260802	embedded_DEBIASM	0.5523415977961432	0.6019283746556474	-0.04958677685950419	0.6642994307253915	0.6935693231462094	-0.0292698924208179	0.23264661483973098	0.26583258051604963	-0.03318596567631865
LODO	Lee_PRIMM_NL	standard_transductive	20260803	locked_downstream	0.5977961432506887	0.6019283746556474	-0.004132231404958664	0.6669246630015983	0.6935693231462094	-0.0266446601446112	0.27420077526217923	0.26583258051604963	0.008368194746129598
LODO	Lee_PRIMM_NL	standard_transductive	20260803	embedded_DEBIASM	0.5550964187327825	0.6019283746556474	-0.04683195592286493	0.665050506457092	0.6935693231462094	-0.028518816689117488	0.2331863534762057	0.26583258051604963	-0.032646227039843934
LODO	Lee_PRIMM_NL	standard_transductive	20260804	locked_downstream	0.5977961432506886	0.6019283746556474	-0.004132231404958775	0.6661081136959598	0.6935693231462094	-0.027461209450249657	0.27504706958010067	0.26583258051604963	0.009214489064051035
LODO	Lee_PRIMM_NL	standard_transductive	20260804	embedded_DEBIASM	0.5647382920110193	0.6019283746556474	-0.037190082644628086	0.6836721317104056	0.6935693231462094	-0.00989719143580381	0.23332177670070522	0.26583258051604963	-0.03251080381534441
