species	available_scenarios	same_pooled_direction_all_scenarios	pooled_effect_range	same_classification_all_scenarios	primary_classification	primary_pooled_effect	primary_fdr_q	primary_I2	S1_effect	S2_effect	S3_effect	S1_classification	S2_classification	S3_classification
s__Acidaminococcus_intestini	4	1	0.0	1	OTHER_OR_INSUFFICIENT	0.10418894885289762	0.9899399288667535	0.0	0.10418894885289762	0.10418894885289762	0.10418894885289762	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinobaculum_sp_oral_taxon_183	4	0	0.052613009370673494	1	OTHER_OR_INSUFFICIENT	-0.018809694984412414	0.9899399288667535	0.0	-0.018809694984412414	-0.018809694984412414	0.03380331438626108	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_SGB17154	4	1	0.03641843589604057	1	OTHER_OR_INSUFFICIENT	-0.03797004636081408	0.9899399288667535	0.0	-0.03797004636081408	-0.03797004636081408	-0.0015516104647735132	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_SGB17157	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.14046929421651225	0.9899399288667535	1.0626909752246234	-0.14046929421651225	-0.14046929421651225	-0.14046929421651225	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_SGB17163	4	1	0.015804949913589425	1	OTHER_OR_INSUFFICIENT	0.10118496900392711	0.9899399288667535	0.0	0.10118496900392711	0.10118496900392711	0.08538001909033768	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_SGB17168	4	0	0.14710974857176098	1	OTHER_OR_INSUFFICIENT	0.08817443854406992	0.9899399288667535	35.26243446563969	0.08817443854406992	0.08817443854406992	-0.058935310027691055	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_dentalis	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.3461138215489671	0.9899399288667535	0.0	-0.3461138215489671	-0.3461138215489671	-0.3461138215489671	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_graevenitzii	4	1	0.06256955786198073	0	DOMAIN_SPECIFIC	-0.17190534035681262	0.9899399288667535	60.19238605019629	-0.17190534035681262	-0.17190534035681262	-0.23447489821879336	DOMAIN_SPECIFIC	DOMAIN_SPECIFIC	OTHER_OR_INSUFFICIENT
s__Actinomyces_oris	4	1	0.06755829783326056	1	OTHER_OR_INSUFFICIENT	-0.2861929880866042	0.9899399288667535	29.093271948715067	-0.2861929880866042	-0.2861929880866042	-0.21863469025334364	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_sp_HMSC035G02	4	1	0.029775248430512685	1	OTHER_OR_INSUFFICIENT	-0.2348226350841108	0.9899399288667535	0.0	-0.2348226350841108	-0.2348226350841108	-0.2645978835146235	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_sp_ICM47	4	1	0.021753677021748075	0	OTHER_OR_INSUFFICIENT	0.13951007739765486	0.9899399288667535	0.0	0.13951007739765486	0.13951007739765486	0.16126375441940294	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	CONSISTENT_NONSIGNIFICANT
s__Actinomyces_sp_ICM58	4	1	0.02597038204434495	1	OTHER_OR_INSUFFICIENT	0.05661540504439073	0.9899399288667535	0.0	0.05661540504439073	0.05661540504439073	0.08258578708873568	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_sp_oral_taxon_448	4	0	0.10689014655014734	1	OTHER_OR_INSUFFICIENT	-0.09511534042350911	0.9899399288667535	0.0	-0.09511534042350911	-0.09511534042350911	0.011774806126638223	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_sp_ph3	4	1	0.036350860711586885	1	OTHER_OR_INSUFFICIENT	-0.31402759433407523	0.9899399288667535	0.0	-0.31402759433407523	-0.31402759433407523	-0.3503784550456621	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Adlercreutzia_equolifaciens	4	1	0.07499313987013656	1	STRONG_DIRECTION_REVERSAL	-0.07339252907497595	0.9899399288667535	57.75146357004378	-0.06490344036256182	-0.05760695796277985	-0.1326000978329164	STRONG_DIRECTION_REVERSAL	STRONG_DIRECTION_REVERSAL	STRONG_DIRECTION_REVERSAL
s__Agathobaculum_butyriciproducens	4	1	0.025185323055108413	1	OTHER_OR_INSUFFICIENT	0.11922407127783755	0.9899399288667535	0.0	0.11144165716509441	0.10546472930351568	0.09403874822272913	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Akkermansia_muciniphila	4	1	0.03690506519050778	1	OTHER_OR_INSUFFICIENT	0.12923389192290036	0.9899399288667535	0.0	0.12239731778568894	0.1157961863720765	0.09232882673239258	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Akkermansia_sp_KLE1798	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.12057059483797967	0.9899399288667535	0.0	-0.12057059483797967	-0.12057059483797967	-0.12057059483797967	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_SGB2313	4	1	0.08749508644827857	1	OTHER_OR_INSUFFICIENT	-0.09913836169358771	0.9899399288667535	0.0	-0.09913836169358771	-0.09913836169358771	-0.011643275245309137	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_communis	4	1	0.023202756373865666	1	OTHER_OR_INSUFFICIENT	0.11203752422583184	0.9899399288667535	0.0	0.10826922931097142	0.1035424354284636	0.12674519180232927	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_dispar	4	1	0.0753013982278194	1	OTHER_OR_INSUFFICIENT	7.644610509685207e-05	0.9996056569136472	36.28880830130876	0.009590853611635721	0.014191376416772762	0.07537784433291625	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_finegoldii	4	1	0.02405800344197149	1	OTHER_OR_INSUFFICIENT	-0.04822154020670224	0.9899399288667535	0.0	-0.05309806356719296	-0.0575214045556637	-0.07227954364867373	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_ihumii	4	1	0.014564994515923888	1	OTHER_OR_INSUFFICIENT	-0.0265546592113521	0.9899399288667535	0.0	-0.01972731170316167	-0.013944849326166457	-0.028509843842090345	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_indistinctus	4	1	0.03603672784269628	1	OTHER_OR_INSUFFICIENT	0.007031581221441371	0.9899399288667535	1.706076489367218	0.017251593406805998	0.029507116222635802	0.04306830906413765	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_onderdonkii	4	1	0.08450120370668936	1	OTHER_OR_INSUFFICIENT	-0.047828413645203724	0.9899399288667535	11.002867062786622	-0.004871716493536446	-0.003969965291148002	-0.08847116899783736	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_putredinis	4	0	0.03946767424243683	1	OTHER_OR_INSUFFICIENT	-0.011370298064620598	0.9899399288667535	18.326413935829063	0.002372714597889434	0.021383995135291205	-0.01808367910714562	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_senegalensis	4	1	0.048699699139986494	1	OTHER_OR_INSUFFICIENT	-0.06505962611406797	0.9899399288667535	0.0	-0.05552627569795795	-0.048117825086786976	-0.01635992697408148	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_shahii	4	1	0.03674791294203745	1	OTHER_OR_INSUFFICIENT	0.06801230597964303	0.9899399288667535	0.0	0.07942104520145012	0.08520136724336519	0.04845345430132774	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Allisonella_histaminiformans	3	1	0.03557709157344775	1	OTHER_OR_INSUFFICIENT	0.02415757849770497	0.9899399288667535	0.0	0.04705245879255665	0.05973467007115272		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Alloscardovia_omnicolens	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.11088183282457287	0.9899399288667535	0.0	-0.11088183282457287	-0.11088183282457287	-0.11088183282457287	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerobutyricum_hallii	4	1	0.043473069284602525	1	OTHER_OR_INSUFFICIENT	0.08430070575802105	0.9899399288667535	26.036514334798746	0.09581771250117885	0.10331761878375292	0.0598445494991504	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerobutyricum_soehngenii	4	1	0.11006791490693209	1	OTHER_OR_INSUFFICIENT	0.13512110834662058	0.9899399288667535	48.75220420604861	0.14606969164016526	0.1542368280288382	0.044168913121906114	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerococcus_SGB53821	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.009553428617943522	0.9907292483558621	13.834568566196149	-0.009553428617943522	-0.009553428617943522	-0.009553428617943522	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerofilum_sp_BX8	4	1	0.008000429884791362	1	CONSISTENT_NONSIGNIFICANT	0.04507042262205973	0.9899399288667535	0.0	0.049383089203095566	0.05307085250685109	0.05059220046876601	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Anaerofustis_stercorihominis	4	0	0.03285979801736985	1	OTHER_OR_INSUFFICIENT	0.020846261427508752	0.9899399288667535	0.0	0.020846261427508752	0.020846261427508752	-0.012013536589861101	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaeromassilibacillus_sp_An250	4	1	0.010266630726815142	1	OTHER_OR_INSUFFICIENT	0.06409598673940926	0.9899399288667535	0.0	0.06409598673940926	0.06409598673940926	0.05382935601259412	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerosacchariphilus_sp_NSJ_68	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.37026781977031636	0.9899399288667535	0.0	-0.37026781977031636	-0.37026781977031636	-0.37026781977031636	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerostipes_caccae	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.03852497652866631	0.9899399288667535	0.0	-0.03852497652866631	-0.03852497652866631	-0.03852497652866631	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerostipes_hadrus	4	1	0.02506463397757569	1	OTHER_OR_INSUFFICIENT	0.05673648315986596	0.9899399288667535	0.0	0.0718156920841623	0.07887057779452677	0.053805943816951085	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerotignum_faecicola	4	1	0.026305062328898704	1	OTHER_OR_INSUFFICIENT	-0.07190048875904191	0.9899399288667535	18.10482371327315	-0.07365635955854796	-0.07372105738919651	-0.09820555108794062	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerotignum_lactatifermentans	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.08637656412555209	0.9899399288667535	0.0	-0.08637656412555209	-0.08637656412555209	-0.08637656412555209	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerotruncus_colihominis	4	1	0.014952995708710226	1	CONSISTENT_NONSIGNIFICANT	-0.26125109161845184	0.9899399288667535	0.0	-0.2702744293869019	-0.27620408732716206	-0.26305658263705634	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Anaerotruncus_massiliensis	4	1	0.039412658617059726	1	OTHER_OR_INSUFFICIENT	0.08498152962536279	0.9899399288667535	14.107999453651601	0.08810997963714845	0.09313386949920241	0.12439418824242252	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Anaerotruncus_rubiinfantis	4	1	0.015659902506934137	1	CONSISTENT_NONSIGNIFICANT	-0.14122580760172723	0.9899399288667535	0.0	-0.13411930325675978	-0.12783853337027482	-0.1255659050947931	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Angelakisella_massiliensis	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.0720963827336998	0.9899399288667535	40.854326390438	-0.0720963827336998	-0.0720963827336998	-0.0720963827336998	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_SGB15210	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.2556534973426923	0.9899399288667535	0.0	-0.2556534973426923	-0.2556534973426923	-0.2556534973426923	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_caccae	4	1	0.008937993758717414	0	CONSISTENT_NONSIGNIFICANT	0.09448355818353525	0.9899399288667535	0.0	0.08962460086572237	0.08554556442481784	0.08693981120066732	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	OTHER_OR_INSUFFICIENT
s__Bacteroides_cellulosilyticus	4	1	0.017619778093904012	1	OTHER_OR_INSUFFICIENT	-0.06188394750295362	0.9899399288667535	0.0	-0.0669635545828011	-0.06965489443297834	-0.05203511633907433	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_clarus	4	1	0.025527854892089114	1	OTHER_OR_INSUFFICIENT	-0.25801590809795105	0.9899399288667535	0.0	-0.2525133598601332	-0.24444300759851587	-0.269970862490605	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_eggerthii	4	1	0.11482563066364347	1	DOMAIN_SPECIFIC	0.06997990234603378	0.9899399288667535	65.70674002308708	0.08360909186407958	0.09460073947254095	0.18480553300967725	DOMAIN_SPECIFIC	DOMAIN_SPECIFIC	DOMAIN_SPECIFIC
s__Bacteroides_faecis	4	1	0.009616411938286815	1	CONSISTENT_NONSIGNIFICANT	0.12887731743809872	0.9899399288667535	0.0	0.12887731743809872	0.12887731743809872	0.1192609054998119	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Bacteroides_finegoldii	4	1	0.020014726130640398	1	OTHER_OR_INSUFFICIENT	0.12134207018771245	0.9899399288667535	27.25207933881123	0.13366439182063183	0.13978293582547557	0.14135679631835285	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_fragilis	4	1	0.024729579025787346	1	OTHER_OR_INSUFFICIENT	-0.1356550333736572	0.9899399288667535	0.0	-0.14572054936591414	-0.15173799515301561	-0.12700841612722827	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_intestinalis	4	0	0.039199747009490166	1	OTHER_OR_INSUFFICIENT	0.02439473100667278	0.9899399288667535	26.76253457059847	0.0047519421845629295	-0.014805016002817388	0.00038375516460462095	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_nordii	4	1	0.02124964585055003	1	OTHER_OR_INSUFFICIENT	-0.09617488651163524	0.9899399288667535	0.0	-0.08875897760854842	-0.08165648691021356	-0.10290613276076359	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_ovatus	4	1	0.014633781007418752	1	OTHER_OR_INSUFFICIENT	-0.02255452604988996	0.9899399288667535	0.0	-0.015287583954204447	-0.008718536760152834	-0.007920745042471207	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_salyersiae	4	1	0.038370367289841584	0	CONSISTENT_NONSIGNIFICANT	0.15373521284501337	0.9899399288667535	0.0	0.16407682691793504	0.1713018623850925	0.19210558013485496	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	OTHER_OR_INSUFFICIENT
s__Bacteroides_stercoris	4	1	0.0249419727274418	1	OTHER_OR_INSUFFICIENT	0.04490511724332094	0.9899399288667535	0.0	0.051540741308056186	0.056698025245379396	0.031756052517937595	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_thetaiotaomicron	4	1	0.03563023522697415	1	OTHER_OR_INSUFFICIENT	-0.0858430729080483	0.9899399288667535	0.0	-0.05566777021438237	-0.05630839133275642	-0.050212837681074145	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_uniformis	4	0	0.004176211784877838	1	OTHER_OR_INSUFFICIENT	-0.004025810417429646	0.9925937920540963	0.0	-0.0035474117635950196	-0.002555354446678485	0.00015040136744819187	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bacteroides_xylanisolvens	4	1	0.002929714501461983	1	OTHER_OR_INSUFFICIENT	0.1543708598691342	0.9899399288667535	18.049366715674775	0.15164312129281696	0.15175866035647445	0.15457283579427894	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bariatricus_massiliensis	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.01945124783292354	0.9899399288667535	0.0	0.01945124783292354	0.01945124783292354		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Barnesiella_intestinihominis	4	1	0.014628114371599943	1	OTHER_OR_INSUFFICIENT	0.15078148020687226	0.9899399288667535	30.20427054194975	0.1431992485820497	0.13615336583527232	0.14622038467530896	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bifidobacterium_adolescentis	4	1	0.07380809721497625	1	STRONG_DIRECTION_REVERSAL	0.15209500001695256	0.9899399288667535	52.589526027957255	0.1711988594988783	0.18078360757543788	0.2259030972319288	STRONG_DIRECTION_REVERSAL	STRONG_DIRECTION_REVERSAL	STRONG_DIRECTION_REVERSAL
s__Bifidobacterium_animalis	4	1	0.06837085164134583	1	OTHER_OR_INSUFFICIENT	0.11697677812174005	0.9899399288667535	0.0	0.11697677812174005	0.11697677812174005	0.18534762976308589	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bifidobacterium_bifidum	4	1	0.011263489818657185	1	CONSISTENT_NONSIGNIFICANT	0.18595707131230352	0.9899399288667535	0.0	0.18595707131230352	0.18595707131230352	0.1972205611309607	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Bifidobacterium_dentium	4	1	0.00827455399480928	0	OTHER_OR_INSUFFICIENT	-0.1338692557597478	0.9899399288667535	42.10695839285464	-0.1338692557597478	-0.1338692557597478	-0.12559470176493853	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	DOMAIN_SPECIFIC
s__Bifidobacterium_longum	4	1	0.045765506702779984	1	OTHER_OR_INSUFFICIENT	0.18415769500416945	0.9899399288667535	7.375947002282386	0.19093841248886062	0.19531571928166358	0.22992320170694944	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bifidobacterium_pseudocatenulatum	4	1	0.0011358045592728405	1	OTHER_OR_INSUFFICIENT	0.1284225087827229	0.9899399288667535	0.0	0.1284225087827229	0.1284225087827229	0.12955831334199575	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Bilophila_wadsworthia	4	1	0.04826179204459109	1	CONSISTENT_NONSIGNIFICANT	-0.07540631218226322	0.9899399288667535	0.0	-0.05949967999148094	-0.05434820614974811	-0.027144520137672126	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Bittarella_massiliensis	4	1	0.08435734625665642	1	CONSISTENT_NONSIGNIFICANT	-0.3129802467958604	0.9899399288667535	0.0	-0.3129802467958604	-0.3129802467958604	-0.3973375930525168	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Blautia_SGB4815	4	1	0.04775221702367635	1	OTHER_OR_INSUFFICIENT	0.08306859209646324	0.9899399288667535	32.828366058385775	0.07400152516229949	0.06577271082964599	0.035316375072786885	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_caecimuris	4	1	0.015547297367301802	1	OTHER_OR_INSUFFICIENT	0.04826108917073447	0.9899399288667535	0.0	0.04826108917073447	0.04826108917073447	0.03271379180343267	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_faecis	4	1	0.030351796384403176	0	CONSISTENT_NONSIGNIFICANT	0.1481156740791283	0.9899399288667535	0.0	0.14311290314297387	0.1392166710345315	0.11776387769472511	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	OTHER_OR_INSUFFICIENT
s__Blautia_glucerasea	4	1	0.026020559838733623	0	OTHER_OR_INSUFFICIENT	-0.04023798169509786	0.9899399288667535	46.88203249413762	-0.02630500627117728	-0.014217421856364236	-0.03946052392667069	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	DOMAIN_SPECIFIC
s__Blautia_hansenii	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.004310440849490282	0.9930462049980862	49.88325631123842	-0.004310440849490282	-0.004310440849490282	-0.004310440849490282	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_hydrogenotrophica	4	1	0.0050936442386328995	1	CONSISTENT_NONSIGNIFICANT	-0.1284789173761293	0.9899399288667535	0.0	-0.1284789173761293	-0.1284789173761293	-0.1335725616147622	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Blautia_luti	4	1	0.03208778477104403	1	STRONG_DIRECTION_REVERSAL	0.03648930952263643	0.9899399288667535	67.2465541147105	0.03648930952263643	0.03648930952263643	0.0044015247515924	STRONG_DIRECTION_REVERSAL	STRONG_DIRECTION_REVERSAL	STRONG_DIRECTION_REVERSAL
s__Blautia_massiliensis	4	1	0.0590885085230157	0	CONSISTENT_NONSIGNIFICANT	0.18803403784125558	0.9899399288667535	0.0	0.18849636120221042	0.18913042929509066	0.13004192077207496	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	OTHER_OR_INSUFFICIENT
s__Blautia_obeum	4	1	0.08038691023812844	1	OTHER_OR_INSUFFICIENT	-0.03795720345904084	0.9899399288667535	0.0	-0.041703211088335045	-0.04155720114433894	-0.11834411369716928	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_producta	4	0	0.054178015375700946	1	OTHER_OR_INSUFFICIENT	-0.020212906824626738	0.9899399288667535	13.702920652160053	-0.020212906824626738	-0.020212906824626738	0.03396510855107421	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_sp_MSK_20_85	4	1	0.009880945412513012	1	OTHER_OR_INSUFFICIENT	0.07128138560760279	0.9899399288667535	2.7272425982230146	0.07669149881879188	0.07963809286549729	0.0811623310201158	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_sp_Marseille_P3087	4	1	0.011143170260624224	1	CONSISTENT_NONSIGNIFICANT	0.27541799996934047	0.9899399288667535	10.36775387716123	0.27541799996934047	0.27541799996934047	0.26427482970871624	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Blautia_sp_OF03_15BH	4	1	0.047173335726740054	1	CONSISTENT_NONSIGNIFICANT	0.1684490365798767	0.9899399288667535	0.0	0.1684490365798767	0.1684490365798767	0.12127570085313664	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Blautia_stercoris	4	1	0.06569329950910613	1	OTHER_OR_INSUFFICIENT	0.10368051902186533	0.9899399288667535	0.0	0.10760081974386414	0.11258891751483384	0.0468956180057277	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_wexlerae	4	1	0.06637105760797574	1	OTHER_OR_INSUFFICIENT	0.08374064500530529	0.9899399288667535	0.0	0.08557987280016859	0.08851802067853945	0.02214696307056372	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Butyricicoccus_sp_AM29_23AC	4	1	0.07466131318740221	1	CONSISTENT_NONSIGNIFICANT	0.15588502198749354	0.9899399288667535	19.079320484912678	0.15588502198749354	0.15588502198749354	0.08122370880009133	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Butyricimonas_SGB15260	4	1	0.02293661116873908	1	OTHER_OR_INSUFFICIENT	0.02619878334602925	0.9899399288667535	4.0985671963699986	0.03349754466404413	0.03955764613235341	0.04913539451476833	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Butyricimonas_faecihominis	4	1	0.09038589159800706	1	OTHER_OR_INSUFFICIENT	0.2095574282292739	0.9899399288667535	18.683975135211217	0.19715849099673008	0.1848487143472526	0.27523460594525967	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
