species	available_scenarios	same_pooled_direction_all_scenarios	pooled_effect_range	same_classification_all_scenarios	primary_classification	primary_pooled_effect	primary_fdr_q	primary_I2	S1_effect	S2_effect	S3_effect	S1_classification	S2_classification	S3_classification
s__Streptococcus_infantis	4	1	0.059196129116528065	0	OTHER_OR_INSUFFICIENT	-0.11122678240198199	0.9899399288667535	0.0	-0.11122678240198199	-0.11122678240198199	-0.17042291151851005	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	CONSISTENT_NONSIGNIFICANT
s__Streptococcus_lutetiensis	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.12685030696950655	0.9899399288667535	0.0	0.12685030696950655	0.12685030696950655		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Streptococcus_mitis	4	1	0.042855020777629566	1	OTHER_OR_INSUFFICIENT	0.10851196138241383	0.9899399288667535	0.0	0.10851196138241383	0.10851196138241383	0.06565694060478426	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Streptococcus_mutans	4	1	0.034620841549421605	1	OTHER_OR_INSUFFICIENT	-0.14687370562708502	0.9899399288667535	5.235625425012287	-0.14687370562708502	-0.14687370562708502	-0.11225286407766341	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Streptococcus_oralis	4	1	0.0	1	CONSISTENT_NONSIGNIFICANT	-0.18686618239387268	0.9899399288667535	0.0	-0.18686618239387268	-0.18686618239387268	-0.18686618239387268	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Streptococcus_parasanguinis	4	1	0.050776767284717444	1	OTHER_OR_INSUFFICIENT	-0.1485026608521612	0.9899399288667535	0.0	-0.15381383193656464	-0.15588814604061318	-0.19927942813687866	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Streptococcus_salivarius	4	1	0.02733517170318457	0	OTHER_OR_INSUFFICIENT	-0.06741928210156634	0.9899399288667535	0.0	-0.06978850535136005	-0.06983320413963616	-0.09475445380475091	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	CONSISTENT_NONSIGNIFICANT
s__Streptococcus_sanguinis	4	1	0.03160603323229885	1	OTHER_OR_INSUFFICIENT	-0.08897379085225807	0.9899399288667535	33.915255006248984	-0.08897379085225807	-0.08897379085225807	-0.12057982408455692	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Streptococcus_thermophilus	4	1	0.04634956429418717	1	OTHER_OR_INSUFFICIENT	0.12917363897764644	0.9899399288667535	0.0	0.1195149992478318	0.11309755725137945	0.15944712154556662	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Streptococcus_vestibularis	4	1	0.021461558997426633	1	OTHER_OR_INSUFFICIENT	-0.17948320533624873	0.9899399288667535	0.0	-0.17948320533624873	-0.17948320533624873	-0.20094476433367536	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Sutterella_wadsworthensis	4	1	0.019220556636067615	0	CONSISTENT_NONSIGNIFICANT	-0.1827921394130401	0.9899399288667535	0.0	-0.18773235018003076	-0.19206605487730227	-0.17284549824123466	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	OTHER_OR_INSUFFICIENT
s__Turicibacter_bilis	4	1	0.10194573047371172	1	OTHER_OR_INSUFFICIENT	0.1726617951043238	0.9899399288667535	28.32629104437214	0.1726617951043238	0.1726617951043238	0.2746075255780355	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Turicibacter_sanguinis	4	1	0.06304681141361235	1	OTHER_OR_INSUFFICIENT	0.07618240067099608	0.9899399288667535	34.96132193016678	0.07618240067099608	0.07618240067099608	0.13922921208460842	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Tyzzerella_nexilis	4	1	0.0	1	OTHER_OR_INSUFFICIENT	0.2905689417281538	0.9899399288667535	54.79472986001528	0.2905689417281538	0.2905689417281538	0.2905689417281538	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Veillonella_atypica	4	1	0.0	1	CONSISTENT_NONSIGNIFICANT	-0.382232005002668	0.9899399288667535	0.0	-0.382232005002668	-0.382232005002668	-0.382232005002668	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Veillonella_dispar	4	1	0.02623832703727952	1	CONSISTENT_NONSIGNIFICANT	-0.22311085101245837	0.9899399288667535	40.09574207315955	-0.22311085101245837	-0.22311085101245837	-0.24934917804973789	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Veillonella_parvula	4	1	0.024759288070428098	1	CONSISTENT_NONSIGNIFICANT	-0.31516403178518804	0.9899399288667535	16.27819353390536	-0.3193859751716222	-0.3213826237659579	-0.33992331985561614	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Veillonella_rogosae	4	1	0.02241301326716333	1	OTHER_OR_INSUFFICIENT	-0.33729294650023395	0.9899399288667535	0.0	-0.33023746232128154	-0.32145734742344345	-0.3438703606906068	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Vescimonas_SGB15087	4	1	0.003656990904743942	1	OTHER_OR_INSUFFICIENT	-0.030637927052941757	0.9899399288667535	3.816462357924332	-0.030637927052941757	-0.030637927052941757	-0.026980936148197816	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Vescimonas_coprocola	4	1	0.10556812388456863	1	OTHER_OR_INSUFFICIENT	-0.18515567320366333	0.9899399288667535	51.75331148577321	-0.1756741115130274	-0.16646624486379133	-0.27203436874835996	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Vescimonas_fastidiosa	4	1	0.011827725998442368	1	OTHER_OR_INSUFFICIENT	-0.12372786951903376	0.9899399288667535	0.0	-0.12372786951903376	-0.12372786951903376	-0.1119001435205914	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Victivallis_lenta	4	0	0.05859200874466129	1	OTHER_OR_INSUFFICIENT	-0.011148190209437085	0.9899399288667535	0.0	0.0024167204999749697	0.012491390023558327	0.04744381853522421	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Waltera_intestinalis	4	1	0.008188151301253485	1	OTHER_OR_INSUFFICIENT	0.12131867998707269	0.9899399288667535	19.936896077374826	0.1176598153802947	0.11357487456717646	0.1131305286858192	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Clostridium_SGB4648	4	1	0.013551845437500737	1	CONSISTENT_NONSIGNIFICANT	0.16045770571404114	0.9899399288667535	0.0	0.15467951529388999	0.14887259845983955	0.1624244438973403	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__Faecalitalea_cylindroides	4	1	0.019873026654615628	1	OTHER_OR_INSUFFICIENT	-0.02259032955872012	0.9899399288667535	0.0	-0.02259032955872012	-0.02259032955872012	-0.0027173029041044944	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB3033_SGB4029	4	1	0.026246550298992644	1	CONSISTENT_NONSIGNIFICANT	0.2037362864581459	0.9899399288667535	0.0	0.2037362864581459	0.2037362864581459	0.22998283675713854	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT	CONSISTENT_NONSIGNIFICANT
s__GGB4599_SGB6362	4	0	0.19199695966351685	1	OTHER_OR_INSUFFICIENT	-0.059693011629135935	0.9899399288667535	30.72794416528445	-0.025751985832670216	-0.0026319021814178796	0.13230394803438092	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB77437_SGB9391	4	1	0.12362900398788763	1	OTHER_OR_INSUFFICIENT	0.12346955986641583	0.9899399288667535	0.0	0.110733107570944	0.09885628936461187	0.2224852933524995	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9760_SGB15374	4	1	0.01910185852901311	1	OTHER_OR_INSUFFICIENT	0.08633879475825308	0.9899399288667535	0.0	0.09269996665687169	0.09573427575142458	0.10544065328726619	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Streptococcus_SGB14137	3	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.1356975333119055	0.9899399288667535	22.094679741302766	-0.1356975333119055	-0.1356975333119055		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Enterococcus_faecium	4	1	0.12722508848057648	1	OTHER_OR_INSUFFICIENT	0.1036561274136307	0.9899399288667535	68.1208054654848	0.1036561274136307	0.1036561274136307	0.23088121589420718	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB2998_SGB3989	4	1	0.05457829424562499	1	OTHER_OR_INSUFFICIENT	0.31247581998500046	0.9899399288667535	0.0	0.31247581998500046	0.31247581998500046	0.36705411423062545	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB3109_SGB4643	4	1	0.0024636613093966114	1	OTHER_OR_INSUFFICIENT	0.022562853510860008	0.9899399288667535	0.0	0.022562853510860008	0.022562853510860008	0.020099192201463396	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB3278_SGB4328	4	1	0.0	1	OTHER_OR_INSUFFICIENT	0.107881769297161	0.9899399288667535	67.49149493032418	0.107881769297161	0.107881769297161	0.107881769297161	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB3593_SGB4817	4	1	0.17898126522907937	1	OTHER_OR_INSUFFICIENT	0.29494236823136083	0.9899399288667535	56.69434573564941	0.29494236823136083	0.29494236823136083	0.11596110300228146	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB4745_SGB6571	4	1	0.0	1	OTHER_OR_INSUFFICIENT	0.03916723175862659	0.9899399288667535	0.0	0.03916723175862659	0.03916723175862659	0.03916723175862659	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB47687_SGB2286	4	1	0.02851453235521105	1	OTHER_OR_INSUFFICIENT	0.09232454346925226	0.9899399288667535	0.0	0.08139947246131794	0.07330650886903635	0.1018210412242474	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB6601_SGB9333	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.23861820891473978	0.9899399288667535	0.0	0.23861820891473978	0.23861820891473978		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB6612_SGB9346	4	1	0.028613096396339882	1	OTHER_OR_INSUFFICIENT	-0.1056260749068802	0.9899399288667535	38.897321257574724	-0.0904357732211542	-0.07701297851054031	-0.08341720227151243	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9634_SGB15097	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.12420900583402768	0.9899399288667535	78.7195624793429	0.12420900583402768	0.12420900583402768		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Streptococcus_SGB15012	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.0014672899567665107	0.994559065961309	0.0	-0.0014672899567665107	-0.0014672899567665107	-0.0014672899567665107	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Alistipes_sp_AF17_16	4	1	0.08041791803226658	1	OTHER_OR_INSUFFICIENT	0.1665744042079517	0.9899399288667535	9.240191100874014	0.1788701977315291	0.1870477512293378	0.24699232224021828	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Blautia_faecicola	3	1	0.017216394887908826	1	OTHER_OR_INSUFFICIENT	0.14273379844740053	0.9899399288667535	0.0	0.15060672328202562	0.15995019333530935		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Staphylococcus_SGB6340	4	1	0.04913582776627315	1	OTHER_OR_INSUFFICIENT	-0.09800543188194186	0.9899399288667535	2.0548094517045845	-0.09800543188194186	-0.09800543188194186	-0.147141259648215	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Actinomyces_SGB17132	3	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.10855714148086976	0.9899399288667535	0.0	-0.10855714148086976	-0.10855714148086976		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Actinomyces_bouchesdurhonensis	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.21711666869063823	0.9899399288667535	0.0	0.21711666869063823	0.21711666869063823		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Actinomyces_gerencseriae	3	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.13094269041717002	0.9899399288667535	33.88636335024003	-0.13094269041717002	-0.13094269041717002		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Actinomyces_massiliensis	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.20119083076039476	0.9899399288667535	23.753589974509772	0.20119083076039476	0.20119083076039476		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Actinomyces_naeslundii	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.0330131946141166	0.9899399288667535	0.0	0.0330131946141166	0.0330131946141166		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Actinomyces_sp_oral_taxon_170	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.2212710218210188	0.9899399288667535	0.0	0.2212710218210188	0.2212710218210188		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Anaerococcus_SGB15407	3	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.08004833502594509	0.9899399288667535	54.95312295332913	-0.08004833502594509	-0.08004833502594509		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Anaerococcus_SGB4342	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.23902787771993173	0.9899399288667535	0.0	0.23902787771993173	0.23902787771993173		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Bifidobacterium_catenulatum	4	1	0.13431215581050038	1	OTHER_OR_INSUFFICIENT	0.3571698207511646	0.9899399288667535	23.18264760618209	0.3571698207511646	0.3571698207511646	0.491481976561665	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Collinsella_SGB47280	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.07464841708171575	0.9899399288667535	31.983396849937634	0.07464841708171575	0.07464841708171575		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Eubacterium_SGB4961	3	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.04798855532667946	0.9899399288667535	0.0	-0.04798855532667946	-0.04798855532667946		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB13493_SGB15238	3	1	0.017172493305175174	1	OTHER_OR_INSUFFICIENT	0.17686374698782306	0.9899399288667535	10.618857415249872	0.18894894450888827	0.19403624029299824		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB1420_SGB1957	3	1	0.04296335850319605	1	OTHER_OR_INSUFFICIENT	-0.3697867598869257	0.9899399288667535	0.0	-0.3491158812468115	-0.3268234013837297		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB1627_SGB2230	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.08810214453052012	0.9899399288667535	40.190684645212045	0.08810214453052012	0.08810214453052012		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB1662_SGB2276	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.04760938651577554	0.9899399288667535	77.68421613497358	0.04760938651577554	0.04760938651577554		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB2958_SGB3940	4	1	0.14275563228109306	1	OTHER_OR_INSUFFICIENT	0.33236945285431235	0.9899399288667535	53.01437822309417	0.33236945285431235	0.33236945285431235	0.4751250851354054	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB3124_SGB4136	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.11713871832027008	0.9899399288667535	0.0	0.11713871832027008	0.11713871832027008		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB3321_SGB4394	4	1	0.44482650772566745	0	DOMAIN_SPECIFIC	-0.49244098472446507	0.9899399288667535	65.88042123295492	-0.4374741487587208	-0.3637267629720562	-0.04761447699879762	DOMAIN_SPECIFIC	DOMAIN_SPECIFIC	OTHER_OR_INSUFFICIENT
s__GGB3345_SGB9340	3	1	0.028630219071453245	1	OTHER_OR_INSUFFICIENT	-0.07303855479624631	0.9899399288667535	0.0	-0.054353801223725795	-0.044408335724793066		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB3588_SGB4808	4	1	0.008053138725648668	1	OTHER_OR_INSUFFICIENT	0.2841036592854662	0.9899399288667535	0.0	0.2841036592854662	0.2841036592854662	0.27605052055981755	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB3677_SGB4990	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.06255312842654498	0.9899399288667535	0.0	-0.06255312842654498	-0.06255312842654498	-0.06255312842654498	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB41458_SGB58520	4	1	0.0	1	OTHER_OR_INSUFFICIENT	0.15682267438427136	0.9899399288667535	0.0	0.15682267438427136	0.15682267438427136	0.15682267438427136	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB4684_SGB6478	4	1	0.02957572005330529	1	OTHER_OR_INSUFFICIENT	0.03676192812813972	0.9899399288667535	0.0	0.03676192812813972	0.03676192812813972	0.06633764818144501	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB4713_SGB6526	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.076391568811658	0.9899399288667535	0.0	0.076391568811658	0.076391568811658		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB51960_SGB72480	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.0742849381388245	0.9899399288667535	0.0	0.0742849381388245	0.0742849381388245		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9189_SGB14128	4	1	0.08932591211041313	1	OTHER_OR_INSUFFICIENT	0.07326846561280748	0.9899399288667535	0.0	0.07326846561280748	0.07326846561280748	0.1625943777232206	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9261_SGB14209	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.10419410639890794	0.9899399288667535	23.41011612755671	0.10419410639890794	0.10419410639890794		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9290_SGB14247	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.30047848382296893	0.9899399288667535	0.0	0.30047848382296893	0.30047848382296893		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9302_SGB14263	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.32175858444296984	0.9899399288667535	0.0	0.32175858444296984	0.32175858444296984		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9361_SGB14336	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.06729336146433215	0.9899399288667535	0.0	0.06729336146433215	0.06729336146433215		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9561_SGB14972	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.08171375727687404	0.9899399288667535	0.0	0.08171375727687404	0.08171375727687404		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9608_SGB15041	4	1	0.0851592168617401	1	OTHER_OR_INSUFFICIENT	0.14633392466643647	0.9899399288667535	0.0	0.14633392466643647	0.14633392466643647	0.23149314152817657	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9618_SGB15065	4	0	0.1684857704364537	1	OTHER_OR_INSUFFICIENT	-0.12844142481809584	0.9899399288667535	11.23550325700137	-0.11128007625712341	-0.09885770126878915	0.040044345618357874	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9635_SGB15103	3	1	0.016838100803865774	1	OTHER_OR_INSUFFICIENT	0.07819320810257256	0.9899399288667535	0.0	0.08941056525508727	0.09503130890643834		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9640_SGB15115	4	1	0.005053342891066029	1	OTHER_OR_INSUFFICIENT	0.09654722828835095	0.9899399288667535	0.0	0.09654722828835095	0.09654722828835095	0.10160057117941698	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9677_SGB15180	4	1	0.21973100117431701	1	OTHER_OR_INSUFFICIENT	0.2051216634430176	0.9899399288667535	0.0	0.17496207844987882	0.14731048602692012	0.36704148720123714	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9691_SGB15198	3	1	0.028347580769136738	1	OTHER_OR_INSUFFICIENT	0.21064675574791994	0.9899399288667535	8.48557279415767	0.2286966204055778	0.23899433651705668		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9737_SGB15309	4	1	0.06217157073409055	1	OTHER_OR_INSUFFICIENT	0.13077448333228026	0.9899399288667535	0.0	0.13077448333228026	0.13077448333228026	0.06860291259818971	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9762_SGB15377	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.027373287059286062	0.9899399288667535	0.0	0.027373287059286062	0.027373287059286062		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9766_SGB15383	3	1	0.016679178403867678	1	OTHER_OR_INSUFFICIENT	0.13565201590557113	0.9899399288667535	0.0	0.14713952419804036	0.1523311943094388		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB9786_SGB15409	4	1	0.19864588654343826	1	OTHER_OR_INSUFFICIENT	0.02796086996092866	0.9899399288667535	53.56689988562431	0.02796086996092866	0.02796086996092866	0.22660675650436693	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__GGB9790_SGB15413	4	1	0.0007691788366249175	1	OTHER_OR_INSUFFICIENT	0.1989801031740858	0.9899399288667535	0.0	0.1989801031740858	0.1989801031740858	0.1997492820107107	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Olsenella_uli	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.11167204678896639	0.9899399288667535	46.91707284268201	0.11167204678896639	0.11167204678896639		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Parascardovia_denticolens	3	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.21149670801894557	0.9899399288667535	0.0	-0.21149670801894557	-0.21149670801894557		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Paratractidigestivibacter_faecalis	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.11136091364263172	0.9899399288667535	0.0	-0.11136091364263172	-0.11136091364263172	-0.11136091364263172	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Propionibacterium_acidifaciens	3	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.13220445473626644	0.9899399288667535	0.0	-0.13220445473626644	-0.13220445473626644		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Ruminococcus_sp_AF41_9	4	1	0.0	1	OTHER_OR_INSUFFICIENT	-0.02712835792728257	0.9899399288667535	0.0	-0.02712835792728257	-0.02712835792728257	-0.02712835792728257	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT
s__Dakarella_SGB14198	3	1	0.028891401238546832	1	OTHER_OR_INSUFFICIENT	-0.30894398978411386	0.9899399288667535	0.0	-0.2941084130608551	-0.280052588545567		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__GGB3815_SGB5180	3	1	0.021743481719244256	1	OTHER_OR_INSUFFICIENT	-0.18396418090413458	0.9899399288667535	0.0	-0.17215485713931736	-0.16222069918489032		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
s__Holdemanella_biformis	3	1	0.0	1	OTHER_OR_INSUFFICIENT	0.1748695484154622	0.9899399288667535	0.0	0.1748695484154622	0.1748695484154622		OTHER_OR_INSUFFICIENT	OTHER_OR_INSUFFICIENT	
