scenario	analysis_level	group	species	effect_type	n	responders	non_responders	prevalence	responder_prevalence	non_responder_prevalence	pseudocount	effect	variance	se	ci_low	ci_high	responder_mean	non_responder_mean
PRIMARY	domain	Frankel_US	s__Anaerococcus_obesiensis	CLR_HEDGES_G	39	24	15	0.2564102564102564	0.16666666666666666	0.4	1.13823473906e-07	-0.522797213665386	0.11202680531463458	0.3347040563163742	-1.1788171640454794	0.1332227367147074	0.16826434001993032	1.7321599939056544
PRIMARY	domain	Frankel_US	s__Anaerococcus_obesiensis	PRESENCE_LOG_OR	39	24	15	0.2564102564102564	0.16666666666666666	0.4	1.13823473906e-07	-1.2039728043259361	0.5777777777777777	0.7601169500660919	-2.6938020264554763	0.28585641780360405		
PRIMARY	domain	Frankel_US	s__Anaerofilum_sp_BX8	CLR_HEDGES_G	39	24	15	0.6153846153846154	0.625	0.6	1.13823473906e-07	0.05464017187549795	0.10837367858174664	0.32920157742900724	-0.5905949198853562	0.6998752636363521	2.355621645395186	2.198997711701881
PRIMARY	domain	Frankel_US	s__Anaerofilum_sp_BX8	PRESENCE_LOG_OR	39	24	15	0.6153846153846154	0.625	0.6	1.13823473906e-07	0.10536051565782635	0.4555555555555555	0.6749485577105528	-1.2175386574548572	1.42825968877051		
PRIMARY	domain	Frankel_US	s__Anaerofustis_stercorihominis	CLR_HEDGES_G	39	24	15	0.6923076923076923	0.6666666666666666	0.7333333333333333	1.13823473906e-07	0.10079545842444386	0.10847062690683325	0.32934879217454743	-0.5447281742376692	0.7463190910865568	3.82678103398581	3.4762728185560836
PRIMARY	domain	Frankel_US	s__Anaerofustis_stercorihominis	PRESENCE_LOG_OR	39	24	15	0.6923076923076923	0.6666666666666666	0.7333333333333333	1.13823473906e-07	-0.3184537311185346	0.5284090909090909	0.7269175268963398	-1.7432120838353606	1.1063046215982912		
PRIMARY	domain	Frankel_US	s__Anaeromassilibacillus_sp_An250	CLR_HEDGES_G	39	24	15	0.6410256410256411	0.625	0.6666666666666666	1.13823473906e-07	0.016170229299903287	0.10833686679705781	0.3291456619751471	-0.628955268171385	0.6612957267711916	4.069000894202947	4.003692553606083
PRIMARY	domain	Frankel_US	s__Anaeromassilibacillus_sp_An250	PRESENCE_LOG_OR	39	24	15	0.6410256410256411	0.625	0.6666666666666666	1.13823473906e-07	-0.1823215567939546	0.4777777777777778	0.6912147117775908	-1.5371023918780324	1.172459278290123		
PRIMARY	domain	Frankel_US	s__Anaerosacchariphilus_sp_NSJ_68	CLR_HEDGES_G	39	24	15	0.20512820512820512	0.16666666666666666	0.26666666666666666	1.13823473906e-07	-0.26434072215070026	0.10927760383856515	0.33057163193257394	-0.9122611207385452	0.38357967643714463	0.1774303381435968	0.8606589843646468
PRIMARY	domain	Frankel_US	s__Anaerosacchariphilus_sp_NSJ_68	PRESENCE_LOG_OR	39	24	15	0.20512820512820512	0.16666666666666666	0.26666666666666666	1.13823473906e-07	-0.5978370007556204	0.640909090909091	0.8005679801922452	-2.1669502419324207	0.9712762404211801		
PRIMARY	domain	Frankel_US	s__Anaerostipes_butyraticus	CLR_HEDGES_G	39	24	15	0.10256410256410256	0.041666666666666664	0.2	1.13823473906e-07	-0.6815090860293805	0.11460974731090903	0.3385406139755008	-1.345048689421362	-0.01796948263739906	-0.7723139870611262	0.2836581084431569
PRIMARY	domain	Frankel_US	s__Anaerostipes_butyraticus	PRESENCE_LOG_OR	39	24	15	0.10256410256410256	0.041666666666666664	0.2	1.13823473906e-07	-1.749199854809259	1.4601449275362317	1.2083645673124612	-4.117594406741683	0.619194697123165		
PRIMARY	domain	Frankel_US	s__Anaerostipes_caccae	CLR_HEDGES_G	39	24	15	0.48717948717948717	0.5	0.4666666666666667	1.13823473906e-07	0.08540600566850179	0.10843190341176913	0.32928999895497757	-0.5600023922832542	0.7308144036202577	3.1084336890830535	2.7309061661932836
PRIMARY	domain	Frankel_US	s__Anaerostipes_caccae	PRESENCE_LOG_OR	39	24	15	0.48717948717948717	0.5	0.4666666666666667	1.13823473906e-07	0.13353139262452257	0.43452380952380953	0.6591841999955775	-1.1584696393668095	1.4255324246158545		
PRIMARY	domain	Frankel_US	s__Anaerostipes_hadrus	CLR_HEDGES_G	39	24	15	1.0	1.0	1.0	1.13823473906e-07	0.3781432561249524	0.11026566201107363	0.3320627380647724	-0.2726997104820014	1.0289862227319062	9.933540382923686	9.022615149789358
PRIMARY	domain	Frankel_US	s__Anaerotignum_faecicola	CLR_HEDGES_G	39	24	15	0.3333333333333333	0.2916666666666667	0.4	1.13823473906e-07	-0.17607659695914435	0.10875229236031594	0.3297761246062485	-0.8224378011873914	0.4702846072691027	1.8470870260947592	2.631118108895288
PRIMARY	domain	Frankel_US	s__Anaerotignum_faecicola	PRESENCE_LOG_OR	39	24	15	0.3333333333333333	0.2916666666666667	0.4	1.13823473906e-07	-0.4818380868927383	0.47945845004668536	0.692429382714718	-1.8389996770135855	0.8753235032281088		
PRIMARY	domain	Frankel_US	s__Anaerotignum_lactatifermentans	CLR_HEDGES_G	39	24	15	0.2564102564102564	0.25	0.26666666666666666	1.13823473906e-07	-0.05164475783292911	0.10836937631997688	0.3291950429760097	-0.6968670420659081	0.5935775264000499	1.225897007140803	1.4404818374695414
PRIMARY	domain	Frankel_US	s__Anaerotignum_lactatifermentans	PRESENCE_LOG_OR	39	24	15	0.2564102564102564	0.25	0.26666666666666666	1.13823473906e-07	-0.08701137698962981	0.5631313131313131	0.7504207573963511	-1.557836061486478	1.383813307507218		
PRIMARY	domain	Frankel_US	s__Anaerotruncus_colihominis	CLR_HEDGES_G	39	24	15	0.6923076923076923	0.6666666666666666	0.7333333333333333	1.13823473906e-07	-0.07900723414047787	0.10841768661774588	0.32926841120542655	-0.7243733201031138	0.5663588518221582	4.170875808903662	4.4800898933900735
PRIMARY	domain	Frankel_US	s__Anaerotruncus_colihominis	PRESENCE_LOG_OR	39	24	15	0.6923076923076923	0.6666666666666666	0.7333333333333333	1.13823473906e-07	-0.3184537311185346	0.5284090909090909	0.7269175268963398	-1.7432120838353606	1.1063046215982912		
PRIMARY	domain	Frankel_US	s__Anaerotruncus_massiliensis	CLR_HEDGES_G	39	24	15	0.6153846153846154	0.625	0.6	1.13823473906e-07	-0.17048125154127544	0.10872608815937496	0.329736391924481	-0.8167645797132582	0.4758020766307073	3.4991684054217784	4.219229435695573
PRIMARY	domain	Frankel_US	s__Anaerotruncus_massiliensis	PRESENCE_LOG_OR	39	24	15	0.6153846153846154	0.625	0.6	1.13823473906e-07	0.10536051565782635	0.4555555555555555	0.6749485577105528	-1.2175386574548572	1.42825968877051		
PRIMARY	domain	Frankel_US	s__Anaerotruncus_rubiinfantis	CLR_HEDGES_G	39	24	15	0.717948717948718	0.7083333333333334	0.7333333333333333	1.13823473906e-07	-0.16848229825064898	0.10871693177689848	0.3297225072343386	-0.8147384124299526	0.47777381592865464	3.3867900892052947	3.9036813547603533
PRIMARY	domain	Frankel_US	s__Anaerotruncus_rubiinfantis	PRESENCE_LOG_OR	39	24	15	0.717948717948718	0.7083333333333334	0.7333333333333333	1.13823473906e-07	-0.12429771667757719	0.5425897631779985	0.7366069258281506	-1.5680472913007522	1.3194518579455978		
