scenario	model	train_domain	test_domain	train_n	test_n	train_responders	train_non_responders	test_responders	test_non_responders	selected_features	pseudocount	locked_params	roc_auc	roc_auc_ci_low	roc_auc_ci_high	roc_auc_bootstrap_valid	pr_auc	brier	balanced_accuracy	sensitivity	specificity	log_loss	train_study_family	test_study_family	same_study_family	train_country	test_country	same_country	train_macro_region	test_macro_region	same_macro_region	train_treatment_scope_group	test_treatment_scope_group	same_treatment_scope_group	known_combination_ici_fraction_difference	absolute_response_rate_difference	log_train_n	log_test_n	aitchison_centroid_distance	bray_curtis_centroid_distance	jensen_shannon_distance	prevalence_l1_distance
S1_EXCLUDE_BCN12	random_forest	Lee_Leeds	Lee_Manchester	18	25	10	8	12	13	500	1.0661815682701918e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4294871794871795	0.19839743589743591	0.64775641025641	500	0.5520226563418783	0.26056131416566203	0.3717948717948718	0.6666666666666666	0.07692307692307693	0.714092717268271	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0755555555555556	2.8903717578961645	3.2188758248682006	1.5545824937549038	0.47164689705627394	0.4330400701509546	0.05555555555555555
S1_EXCLUDE_BCN12	random_forest	Lee_Leeds	Lee_PRIMM_NL	18	55	10	8	33	22	500	1.0661815682701918e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5110192837465565	0.34493801652892564	0.6660123966942149	500	0.6160158707581599	0.2437247637021845	0.553030303030303	0.8787878787878788	0.22727272727272727	0.6806797425583341	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0444444444444444	2.8903717578961645	4.007333185232471	1.5566246650097413	0.4778931549680615	0.43468033313280113	0.058371927895737426
S1_EXCLUDE_BCN12	random_forest	Lee_Leeds	Lee_PRIMM_UK	18	54	10	8	33	21	500	1.0661815682701918e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5180375180375181	0.37442279942279943	0.6695526695526696	500	0.6947849565838651	0.23979139595187138	0.487012987012987	0.8787878787878788	0.09523809523809523	0.6720306321739428	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.05555555555555558	2.8903717578961645	3.9889840465642745	1.4223043524177503	0.4473893542658809	0.4113155539569585	0.05030654237003443
S1_EXCLUDE_BCN12	random_forest	Lee_Leeds	Matson_US	18	38	10	8	14	24	500	1.0661815682701918e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5297619047619048	0.3347470238095238	0.7247767857142857	500	0.4026854514166544	0.27242887933697363	0.47023809523809523	0.8571428571428571	0.08333333333333333	0.7399152388805067	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.18713450292397665	2.8903717578961645	3.6375861597263857	1.9771596498918715	0.5811823747640369	0.49020061089929295	0.07011311347150946
S1_EXCLUDE_BCN12	random_forest	Lee_Leeds	Spencer_US	18	97	10	8	71	26	500	1.0661815682701918e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4891657638136511	0.3523699891657638	0.6091955579631636	500	0.7473434340570541	0.2316356679545622	0.5032502708559047	0.9295774647887324	0.07692307692307693	0.6559365547640467	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.1764032073310423	2.8903717578961645	4.574710978503383	1.8343999907642503	0.5462421632104126	0.47054562970191266	0.0711516832773583
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Frankel_US	25	39	12	13	24	15	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.46944444444444444	0.29444444444444445	0.6641666666666665	500	0.6362336391275045	0.2654411706598327	0.55	0.5	0.6	0.7252051397670106	Lee_2022_family	Frankel_2017	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.13538461538461544	3.2188758248682006	3.6635616461296463	2.0576633286376182	0.5284366611922444	0.4800730908319456	0.07087714402000117
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Gopalakrishnan_US	25	25	12	13	14	11	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.577922077922078	0.33425324675324675	0.7857142857142857	500	0.6694744937602081	0.25798950969923473	0.49025974025974023	0.07142857142857142	0.9090909090909091	0.7093339065473043	Lee_2022_family	Gopalakrishnan_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.08000000000000007	3.2188758248682006	3.2188758248682006	2.156186223234672	0.7155554538377515	0.6032222163102883	0.08168707482993197
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Lee_Barcelona	25	11	12	13	5	6	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.13333333333333336	0.0	0.4524999999999977	500	0.3542424242424242	0.29462543895246407	0.43333333333333335	0.2	0.6666666666666666	0.7849395145515704	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.025454545454545452	3.2188758248682006	2.3978952727983707	2.2125872071199106	0.699237363642387	0.5968096276682744	0.0739697656840514
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Lee_Leeds	25	18	12	13	10	8	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.2875	0.05	0.5625	500	0.45771061454884987	0.26658042333506765	0.3875	0.4	0.375	0.7264245239043575	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0755555555555556	3.2188758248682006	2.8903717578961645	1.5545824937549038	0.47164689705627394	0.4330400701509546	0.05555555555555555
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Lee_PRIMM_NL	25	55	12	13	33	22	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.49449035812672176	0.3236914600550964	0.650137741046832	500	0.6184074575593603	0.2518764086223717	0.46212121212121215	0.5151515151515151	0.4090909090909091	0.6969207493066333	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.12	3.2188758248682006	4.007333185232471	1.023240361097451	0.37225480323409776	0.3551927713469969	0.039582766439909295
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Lee_PRIMM_UK	25	54	12	13	33	21	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5800865800865802	0.4285714285714286	0.7301587301587302	500	0.6971904460257244	0.2435506794967771	0.5952380952380952	0.6666666666666666	0.5238095238095238	0.6802364693459538	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.13111111111111118	3.2188758248682006	3.9889840465642745	0.9138188960887204	0.3284935922301878	0.31756491921131447	0.036730326698580666
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Matson_US	25	38	12	13	14	24	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.6875	0.5131696428571428	0.8378720238095237	500	0.6035840949282938	0.22196438516003134	0.5386904761904762	0.2857142857142857	0.7916666666666666	0.6359159203652085	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.11157894736842106	3.2188758248682006	3.6375861597263857	2.0526455035056514	0.652012344550797	0.5576993360744268	0.06928177586824205
S1_EXCLUDE_BCN12	random_forest	Lee_Manchester	Spencer_US	25	97	12	13	71	26	500	5.636676092699121e-08	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.43553629469122424	0.30658179848320694	0.5739572047670639	500	0.6860527713801847	0.28716264960570853	0.47941495124593714	0.11267605633802817	0.8461538461538461	0.7688471303858732	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.2519587628865979	3.2188758248682006	4.574710978503383	1.9981247694722843	0.6634308562491238	0.5626092193735298	0.06764326624120438
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Frankel_US	55	39	33	22	24	15	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.48888888888888893	0.306875	0.6916666666666667	500	0.5821167104328615	0.2466528926708458	0.6041666666666666	0.875	0.3333333333333333	0.6869905365783617	Lee_2022_family	Frankel_2017	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.015384615384615441	4.007333185232471	3.6635616461296463	2.1537283003203482	0.5362672870971259	0.49418965792965314	0.07240103811532383
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Gopalakrishnan_US	55	25	33	22	14	11	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.6168831168831169	0.36363636363636365	0.7922077922077922	500	0.7392212945784373	0.24489498769030632	0.6038961038961039	0.5714285714285714	0.6363636363636364	0.6837457948706188	Lee_2022_family	Gopalakrishnan_2018	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.22	0.039999999999999925	4.007333185232471	3.2188758248682006	2.1884513111812445	0.7745689314443972	0.6511689475893659	0.07338528138528139
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Lee_Barcelona	55	11	33	22	5	6	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.43333333333333335	0.09999999999999998	0.8333333333333334	500	0.4411111111111111	0.2522263971479394	0.4666666666666667	0.6	0.3333333333333333	0.6978109436024384	Lee_2022_family	Lee_2022_family	1	Netherlands	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.14545454545454545	4.007333185232471	2.3978952727983707	2.2654600312628763	0.7635200611439845	0.6434861265694625	0.0709798666941524
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Lee_Leeds	55	18	33	22	10	8	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.525	0.23093750000000002	0.8125	500	0.5821622740005092	0.25024185315318026	0.5125	0.9	0.125	0.6944284913757219	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0444444444444444	4.007333185232471	2.8903717578961645	1.5566246650097413	0.4778931549680615	0.43468033313280113	0.058371927895737426
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Lee_Manchester	55	25	33	22	12	13	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.6282051282051282	0.39407051282051286	0.8366987179487179	500	0.5784991628741629	0.2512242077119204	0.5384615384615384	1.0	0.07692307692307693	0.6966415874835917	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.12	4.007333185232471	3.2188758248682006	1.023240361097451	0.37225480323409776	0.3551927713469969	0.039582766439909295
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Lee_PRIMM_UK	55	54	33	22	33	21	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.6060606060606061	0.44004329004329007	0.761976911976912	500	0.6695197148844445	0.22461427189322852	0.564935064935065	0.9393939393939394	0.19047619047619047	0.6412797524360546	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	0.31000000000000005	0.011111111111111183	4.007333185232471	3.9889840465642745	0.979761610673823	0.2947752855170625	0.3098038865253837	0.039137100406941676
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Matson_US	55	38	33	22	14	24	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.43154761904761907	0.24999999999999997	0.6309523809523809	500	0.39296216448738974	0.27772916765992195	0.4107142857142857	0.5714285714285714	0.25	0.7500614487186326	Lee_2022_family	Matson_2018	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.22	0.23157894736842105	4.007333185232471	3.6375861597263857	2.151580063750936	0.7076207020813287	0.5984839380121251	0.06549751000878819
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_NL	Spencer_US	55	97	33	22	71	26	462	2.1269490829764473e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4848320693391116	0.32881906825568796	0.6068255687973997	500	0.7183728110886649	0.2761291965303082	0.4823943661971831	0.4647887323943662	0.5	0.7491085126878416	Lee_2022_family	Spencer_2021	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.1319587628865979	4.007333185232471	4.574710978503383	2.056853303314237	0.710936693632596	0.6077592582922652	0.059407540585743816
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Frankel_US	54	39	33	21	24	15	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4805555555555556	0.29020833333333335	0.6611111111111111	500	0.6326982294932536	0.26446764347474744	0.5	0.3333333333333333	0.6666666666666666	0.722345856783592	Lee_2022_family	Frankel_2017	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.004273504273504258	3.9889840465642745	3.6635616461296463	1.822480321344653	0.5029369678988839	0.44529863877920617	0.06176134271372367
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Gopalakrishnan_US	54	25	33	21	14	11	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5649350649350648	0.3116883116883117	0.769642857142857	500	0.7023291263905989	0.2631668485598714	0.5714285714285714	0.14285714285714285	1.0	0.7206813296837512	Lee_2022_family	Gopalakrishnan_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.53	0.05111111111111111	3.9889840465642745	3.2188758248682006	2.0629884886791996	0.7029774214674973	0.5924470851118022	0.07848122952884858
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Lee_Barcelona	54	11	33	21	5	6	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4666666666666666	0.13333333333333333	0.8333333333333334	500	0.4997979797979798	0.26867520225610525	0.4666666666666667	0.6	0.3333333333333333	0.7317765876311544	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.15656565656565663	3.9889840465642745	2.3978952727983707	2.1906652798974484	0.6864949908918968	0.594816419606938	0.07321323591164862
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Lee_Leeds	54	18	33	21	10	8	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.41250000000000003	0.1375	0.6690624999999997	500	0.5810042653425006	0.26645554474721744	0.3625	0.6	0.125	0.7270084366931792	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.05555555555555558	3.9889840465642745	2.8903717578961645	1.4223043524177503	0.4473893542658809	0.4113155539569585	0.05030654237003443
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Lee_Manchester	54	25	33	21	12	13	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4423076923076923	0.23717948717948714	0.7118589743589739	500	0.4611866471734893	0.29032703808428134	0.4903846153846154	0.75	0.23076923076923078	0.7858835583834362	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.13111111111111118	3.9889840465642745	3.2188758248682006	0.9138188960887204	0.3284935922301878	0.31756491921131447	0.036730326698580666
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Lee_PRIMM_NL	54	55	33	21	33	22	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.6707988980716253	0.530957300275482	0.8210055096418732	500	0.7747338287370211	0.22350336287654587	0.5833333333333334	0.7575757575757576	0.4090909090909091	0.6374417998816694	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	0.31000000000000005	0.011111111111111183	3.9889840465642745	4.007333185232471	0.979761610673823	0.2947752855170625	0.3098038865253837	0.039137100406941676
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Matson_US	54	38	33	21	14	24	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5446428571428571	0.36153273809523806	0.7576636904761902	500	0.5291910924012917	0.234663469985061	0.5505952380952381	0.14285714285714285	0.9583333333333334	0.6640035979796112	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.53	0.24269005847953223	3.9889840465642745	3.6375861597263857	1.8534931918759978	0.6124204863537068	0.5259206807769226	0.06252182484429769
S1_EXCLUDE_BCN12	random_forest	Lee_PRIMM_UK	Spencer_US	54	97	33	21	71	26	500	1.0701941407104337e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.485373781148429	0.3506094257854821	0.6003250270855903	500	0.7328894126206824	0.30112801124588334	0.46533044420368364	0.08450704225352113	0.8461538461538461	0.798774547694831	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.12084765177548673	3.9889840465642745	4.574710978503383	1.8951555363130812	0.6409902283621296	0.5444864834515294	0.06305335421682991
S1_EXCLUDE_BCN12	random_forest	Matson_US	Frankel_US	38	39	14	24	24	15	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4388888888888889	0.2748611111111111	0.629236111111111	500	0.5734316747681207	0.3045004183639773	0.4625	0.125	0.8	0.8081446165819856	Matson_2018	Frankel_2017	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.2469635627530365	3.6375861597263857	3.6635616461296463	1.0679491869084694	0.4539916266983753	0.38945877784631266	0.04694336574035822
S1_EXCLUDE_BCN12	random_forest	Matson_US	Gopalakrishnan_US	38	25	14	24	14	11	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5	0.2532467532467533	0.7467532467532467	500	0.550546776065352	0.2725430728659169	0.461038961038961	0.2857142857142857	0.6363636363636364	0.7390245141181789	Matson_2018	Gopalakrishnan_2018	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	anti_PD1_only	1	0.0	0.19157894736842113	3.6375861597263857	3.2188758248682006	1.1378781135158458	0.32940473391192715	0.35644838628752057	0.0470108604845447
S1_EXCLUDE_BCN12	random_forest	Matson_US	Lee_Barcelona	38	11	14	24	5	6	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.2333333333333333	0.0	0.5666666666666667	500	0.37103174603174605	0.31328372541651534	0.25	0.0	0.5	0.8238563321721218	Matson_2018	Lee_2022_family	0	United_States	Spain	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.0861244019138756	3.6375861597263857	2.3978952727983707	1.9036925455120652	0.5117333886100498	0.4641582272842964	0.07052750924931375
S1_EXCLUDE_BCN12	random_forest	Matson_US	Lee_Leeds	38	18	14	24	10	8	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.375	0.125	0.6625000000000001	500	0.5644596987979341	0.2848388656967075	0.4	0.3	0.5	0.7642901924391983	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.18713450292397665	3.6375861597263857	2.8903717578961645	1.9771596498918715	0.5811823747640369	0.49020061089929295	0.07011311347150946
S1_EXCLUDE_BCN12	random_forest	Matson_US	Lee_Manchester	38	25	14	24	12	13	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5320512820512819	0.27564102564102566	0.7435897435897436	500	0.6298446296901675	0.25237184854197986	0.5128205128205128	0.3333333333333333	0.6923076923076923	0.6987135498712553	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.11157894736842106	3.6375861597263857	3.2188758248682006	2.0526455035056514	0.652012344550797	0.5576993360744268	0.06928177586824205
S1_EXCLUDE_BCN12	random_forest	Matson_US	Lee_PRIMM_NL	38	55	14	24	33	22	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.38292011019283745	0.2258953168044077	0.5578512396694215	500	0.5177829057233191	0.28624840756780656	0.3560606060606061	0.21212121212121213	0.5	0.7672615742045126	Matson_2018	Lee_2022_family	0	United_States	Netherlands	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	0.22	0.23157894736842105	3.6375861597263857	4.007333185232471	2.151580063750936	0.7076207020813287	0.5984839380121251	0.06549751000878819
S1_EXCLUDE_BCN12	random_forest	Matson_US	Lee_PRIMM_UK	38	54	14	24	33	21	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5165945165945166	0.3397907647907648	0.684199134199134	500	0.5970157789863799	0.2779070246324765	0.47186147186147187	0.18181818181818182	0.7619047619047619	0.7507346796444112	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	0.53	0.24269005847953223	3.6375861597263857	3.9889840465642745	1.8534931918759978	0.6124204863537068	0.5259206807769226	0.06252182484429769
S1_EXCLUDE_BCN12	random_forest	Matson_US	Spencer_US	38	97	14	24	71	26	432	1.0642079206855303e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.48645720476706394	0.35342632719393285	0.6378791982665222	500	0.7121828780044841	0.2978656172304907	0.47291440953412783	0.2535211267605634	0.6923076923076923	0.7934213071209432	Matson_2018	Spencer_2021	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	anti_PD1_based_unspecified_mix	0	nan	0.36353771025501896	3.6375861597263857	4.574710978503383	1.085571598218901	0.2896984855829794	0.3022554757028195	0.03619677568983824
S1_EXCLUDE_BCN12	random_forest	Spencer_US	Frankel_US	97	39	71	26	24	15	326	5.144767586148716e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.49444444444444446	0.29562499999999997	0.6986805555555555	500	0.620936651826131	0.24070196030210342	0.5666666666666667	1.0	0.13333333333333333	0.678952474306105	Spencer_2021	Frankel_2017	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.11657414750198247	4.574710978503383	3.6635616461296463	1.37106100772541	0.4428438885729916	0.3915311991633044	0.059063371581780995
S1_EXCLUDE_BCN12	random_forest	Spencer_US	Gopalakrishnan_US	97	25	71	26	14	11	326	5.144767586148716e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.6493506493506493	0.4415584415584415	0.8441558441558442	500	0.71726005797069	0.2404594203411429	0.5909090909090909	1.0	0.18181818181818182	0.6779143067105734	Spencer_2021	Gopalakrishnan_2018	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_based_unspecified_mix	anti_PD1_only	0	nan	0.17195876288659784	4.574710978503383	3.2188758248682006	0.8663222398807107	0.3242323634033718	0.32656385568073787	0.033931879280921985
S1_EXCLUDE_BCN12	random_forest	Spencer_US	Lee_Barcelona	97	11	71	26	5	6	326	5.144767586148716e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.8	0.4666666666666667	1.0	500	0.8392857142857142	0.24423572544831676	0.5	1.0	0.0	0.680049933867214	Spencer_2021	Lee_2022_family	0	United_States	Spain	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.27741330834114336	4.574710978503383	2.3978952727983707	1.391846202645219	0.4289819163420409	0.40151921943678875	0.059569784385690126
S1_EXCLUDE_BCN12	random_forest	Spencer_US	Lee_Leeds	97	18	71	26	10	8	326	5.144767586148716e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.4	0.1309375	0.6565624999999997	500	0.6105934343434343	0.25861293478727965	0.5	1.0	0.0	0.7109824551410711	Spencer_2021	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.1764032073310423	4.574710978503383	2.8903717578961645	1.8343999907642503	0.5462421632104126	0.47054562970191266	0.0711516832773583
S1_EXCLUDE_BCN12	random_forest	Spencer_US	Lee_Manchester	97	25	71	26	12	13	326	5.144767586148716e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.33333333333333326	0.13461538461538458	0.5384615384615384	500	0.4168430973387899	0.2894115994847331	0.3653846153846154	0.5	0.23076923076923078	0.7786045637777914	Spencer_2021	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.2519587628865979	4.574710978503383	3.2188758248682006	1.9981247694722843	0.6634308562491238	0.5626092193735298	0.06764326624120438
S1_EXCLUDE_BCN12	random_forest	Spencer_US	Lee_PRIMM_NL	97	55	71	26	33	22	326	5.144767586148716e-07	"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"	0.5702479338842976	0.4138774104683196	0.7258953168044078	500	0.6923050174052848	0.24129969479184168	0.4696969696969697	0.7575757575757576	0.18181818181818182	0.6744905192335676	Spencer_2021	Lee_2022_family	0	United_States	Netherlands	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.1319587628865979	4.574710978503383	4.007333185232471	2.056853303314237	0.710936693632596	0.6077592582922652	0.059407540585743816
