scenario	model	train_domain	test_domain	train_n	test_n	train_responders	train_non_responders	test_responders	test_non_responders	selected_features	pseudocount	locked_params	roc_auc	roc_auc_ci_low	roc_auc_ci_high	roc_auc_bootstrap_valid	pr_auc	brier	balanced_accuracy	sensitivity	specificity	log_loss	train_study_family	test_study_family	same_study_family	train_country	test_country	same_country	train_macro_region	test_macro_region	same_macro_region	train_treatment_scope_group	test_treatment_scope_group	same_treatment_scope_group	known_combination_ici_fraction_difference	absolute_response_rate_difference	log_train_n	log_test_n	aitchison_centroid_distance	bray_curtis_centroid_distance	jensen_shannon_distance	prevalence_l1_distance
PRIMARY	ridge	Lee_Barcelona	Lee_PRIMM_NL	12	55	6	6	33	22	500	1.0246076956438827e-07	"{""C"": 0.5}"	0.40633608815427	0.25960743801652897	0.5799586776859503	500	0.5794696516436234	0.3440507058406613	0.3939393939393939	0.3333333333333333	0.45454545454545453	0.9199211594446199	Lee_2022_family	Lee_2022_family	1	Spain	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.09999999999999998	2.4849066497880004	4.007333185232471	2.2654600312628763	0.7635200611439845	0.6434861265694625	0.0709798666941524
PRIMARY	ridge	Lee_Barcelona	Lee_PRIMM_UK	12	54	6	6	33	21	500	1.0246076956438827e-07	"{""C"": 0.5}"	0.3982683982683982	0.251010101010101	0.5455988455988455	500	0.5546179518892529	0.3272415732711403	0.4069264069264069	0.5757575757575758	0.23809523809523808	0.8968401416252368	Lee_2022_family	Lee_2022_family	1	Spain	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.11111111111111116	2.4849066497880004	3.9889840465642745	2.1906652798974484	0.6864949908918968	0.594816419606938	0.07321323591164862
PRIMARY	ridge	Lee_Barcelona	Matson_US	12	38	6	6	14	24	500	1.0246076956438827e-07	"{""C"": 0.5}"	0.39880952380952384	0.21116071428571428	0.608705357142857	500	0.3279516499158337	0.4761544603617393	0.37797619047619047	0.7142857142857143	0.041666666666666664	1.3799545269375546	Lee_2022_family	Matson_2018	0	Spain	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.13157894736842107	2.4849066497880004	3.6375861597263857	1.9036925455120652	0.5117333886100498	0.4641582272842964	0.07052750924931375
PRIMARY	ridge	Lee_Barcelona	Spencer_US	12	97	6	6	71	26	500	1.0246076956438827e-07	"{""C"": 0.5}"	0.5557963163596966	0.416522210184182	0.6736321776814735	500	0.8018273509458655	0.23490603438673943	0.5238353196099675	0.8169014084507042	0.23076923076923078	0.6691870789591556	Lee_2022_family	Spencer_2021	0	Spain	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.2319587628865979	2.4849066497880004	4.574710978503383	1.391846202645219	0.4289819163420409	0.40151921943678875	0.059569784385690126
PRIMARY	ridge	Lee_Leeds	Frankel_US	18	39	10	8	24	15	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.39722222222222225	0.2179861111111111	0.5820138888888888	500	0.5616035235719032	0.34751304239172487	0.4125	0.625	0.2	1.0225724190984151	Lee_2022_family	Frankel_2017	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.05982905982905984	2.8903717578961645	3.6635616461296463	2.0000659164923533	0.43330674562958954	0.39824176658373817	0.06973855069093164
PRIMARY	ridge	Lee_Leeds	Gopalakrishnan_US	18	25	10	8	14	11	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.4025974025974026	0.17191558441558444	0.6493506493506493	500	0.6062728770437941	0.3921135817280044	0.3668831168831169	0.6428571428571429	0.09090909090909091	1.2026044967221328	Lee_2022_family	Gopalakrishnan_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.004444444444444473	2.8903717578961645	3.2188758248682006	2.0440113218725884	0.6134426055677813	0.5216269539720565	0.08646107331821616
PRIMARY	ridge	Lee_Leeds	Lee_Barcelona	18	12	10	8	6	6	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.6666666666666667	0.3055555555555556	1.0	500	0.607936507936508	0.22889521606516686	0.75	0.8333333333333334	0.6666666666666666	0.7138522862739518	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.05555555555555558	2.8903717578961645	2.4849066497880004	1.900081845184206	0.5949875337870366	0.5175184809533883	0.0664525069286974
PRIMARY	ridge	Lee_Leeds	Lee_Manchester	18	25	10	8	12	13	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.2948717948717948	0.09919871794871793	0.5225961538461537	500	0.3832430563122783	0.39186562857093316	0.3205128205128205	0.3333333333333333	0.3076923076923077	1.055123962334248	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0755555555555556	2.8903717578961645	3.2188758248682006	1.5545824937549038	0.47164689705627394	0.4330400701509546	0.05555555555555555
PRIMARY	ridge	Lee_Leeds	Lee_PRIMM_NL	18	55	10	8	33	22	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.4944903581267218	0.3339187327823691	0.652961432506887	500	0.5955850198179058	0.31519189715531143	0.5227272727272727	0.5454545454545454	0.5	0.9111809746097888	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0444444444444444	2.8903717578961645	4.007333185232471	1.5566246650097413	0.4778931549680615	0.43468033313280113	0.058371927895737426
PRIMARY	ridge	Lee_Leeds	Lee_PRIMM_UK	18	54	10	8	33	21	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.4862914862914863	0.3301587301587302	0.6630952380952381	500	0.5866988809621183	0.3303542132979146	0.5281385281385281	0.48484848484848486	0.5714285714285714	0.9639833269367544	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.05555555555555558	2.8903717578961645	3.9889840465642745	1.4223043524177503	0.4473893542658809	0.4113155539569585	0.05030654237003443
PRIMARY	ridge	Lee_Leeds	Matson_US	18	38	10	8	14	24	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.47916666666666663	0.2454613095238095	0.7039434523809524	500	0.5104358477534063	0.4571767192234139	0.3482142857142857	0.5714285714285714	0.125	1.2809110982378455	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.18713450292397665	2.8903717578961645	3.6375861597263857	1.9771596498918715	0.5811823747640369	0.49020061089929295	0.07011311347150946
PRIMARY	ridge	Lee_Leeds	Spencer_US	18	97	10	8	71	26	500	1.0661815682701918e-07	"{""C"": 0.5}"	0.5308775731310943	0.40947995666305526	0.6492822318526543	500	0.7577329793422909	0.24569870760143783	0.4398699891657638	0.8028169014084507	0.07692307692307693	0.7191840263409036	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.1764032073310423	2.8903717578961645	4.574710978503383	1.8343999907642503	0.5462421632104126	0.47054562970191266	0.0711516832773583
PRIMARY	ridge	Lee_Manchester	Frankel_US	25	39	12	13	24	15	500	5.636676092699121e-08	"{""C"": 0.5}"	0.5138888888888888	0.3179861111111111	0.7070138888888888	500	0.6818540506041374	0.32087968681384055	0.4708333333333333	0.5416666666666666	0.4	0.9064005016269834	Lee_2022_family	Frankel_2017	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.13538461538461544	3.2188758248682006	3.6635616461296463	2.0576633286376182	0.5284366611922444	0.4800730908319456	0.07087714402000117
PRIMARY	ridge	Lee_Manchester	Gopalakrishnan_US	25	25	12	13	14	11	500	5.636676092699121e-08	"{""C"": 0.5}"	0.6103896103896104	0.3701298701298701	0.8116883116883117	500	0.6689699892748274	0.33847130750437626	0.525974025974026	0.14285714285714285	0.9090909090909091	0.9318623650835459	Lee_2022_family	Gopalakrishnan_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.08000000000000007	3.2188758248682006	3.2188758248682006	2.156186223234672	0.7155554538377515	0.6032222163102883	0.08168707482993197
PRIMARY	ridge	Lee_Manchester	Lee_Barcelona	25	12	12	13	6	6	500	5.636676092699121e-08	"{""C"": 0.5}"	0.36111111111111105	0.04097222222222225	0.7222222222222223	500	0.5734427609427609	0.3665867684092406	0.41666666666666663	0.3333333333333333	0.5	1.061347696127408	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.020000000000000018	3.2188758248682006	2.4849066497880004	2.2125872071199106	0.699237363642387	0.5968096276682744	0.0739697656840514
PRIMARY	ridge	Lee_Manchester	Lee_Leeds	25	18	12	13	10	8	500	5.636676092699121e-08	"{""C"": 0.5}"	0.225	0.037500000000000006	0.47500000000000003	500	0.4356179441473559	0.42073804987710284	0.325	0.4	0.25	1.1591851043124892	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0755555555555556	3.2188758248682006	2.8903717578961645	1.5545824937549038	0.47164689705627394	0.4330400701509546	0.05555555555555555
PRIMARY	ridge	Lee_Manchester	Lee_PRIMM_NL	25	55	12	13	33	22	500	5.636676092699121e-08	"{""C"": 0.5}"	0.5123966942148761	0.37052341597796146	0.6652892561983471	500	0.6085528194895701	0.2958142319788375	0.5151515151515151	0.6666666666666666	0.36363636363636365	0.847603550951284	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.12	3.2188758248682006	4.007333185232471	1.023240361097451	0.37225480323409776	0.3551927713469969	0.039582766439909295
PRIMARY	ridge	Lee_Manchester	Lee_PRIMM_UK	25	54	12	13	33	21	500	5.636676092699121e-08	"{""C"": 0.5}"	0.5252525252525253	0.3664502164502164	0.6854978354978355	500	0.6585876050680798	0.3024341101386773	0.49567099567099565	0.5151515151515151	0.47619047619047616	0.8319280841836151	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.13111111111111118	3.2188758248682006	3.9889840465642745	0.9138188960887204	0.3284935922301878	0.31756491921131447	0.036730326698580666
PRIMARY	ridge	Lee_Manchester	Matson_US	25	38	12	13	14	24	500	5.636676092699121e-08	"{""C"": 0.5}"	0.48511904761904756	0.2766369047619048	0.6726190476190477	500	0.4118850054917519	0.2877579835224677	0.49702380952380953	0.2857142857142857	0.7083333333333334	0.8028166431653032	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	nan	0.11157894736842106	3.2188758248682006	3.6375861597263857	2.0526455035056514	0.652012344550797	0.5576993360744268	0.06928177586824205
PRIMARY	ridge	Lee_Manchester	Spencer_US	25	97	12	13	71	26	500	5.636676092699121e-08	"{""C"": 0.5}"	0.43174431202600216	0.29925514626218847	0.5702735644637053	500	0.6784051427728102	0.44203965354731906	0.488353196099675	0.16901408450704225	0.8076923076923077	1.2375282707189081	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.2519587628865979	3.2188758248682006	4.574710978503383	1.9981247694722843	0.6634308562491238	0.5626092193735298	0.06764326624120438
PRIMARY	ridge	Lee_PRIMM_NL	Frankel_US	55	39	33	22	24	15	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.47777777777777775	0.2916666666666667	0.6514583333333333	500	0.6672209033968083	0.3727580901743274	0.4666666666666667	0.3333333333333333	0.6	1.0894951062213591	Lee_2022_family	Frankel_2017	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.015384615384615441	4.007333185232471	3.6635616461296463	2.1537283003203482	0.5362672870971259	0.49418965792965314	0.07240103811532383
PRIMARY	ridge	Lee_PRIMM_NL	Gopalakrishnan_US	55	25	33	22	14	11	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.4545454545454546	0.23376623376623376	0.7112012987012986	500	0.5524641372393906	0.3540506381062068	0.461038961038961	0.2857142857142857	0.6363636363636364	1.0468024207850082	Lee_2022_family	Gopalakrishnan_2018	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.22	0.039999999999999925	4.007333185232471	3.2188758248682006	2.1884513111812445	0.7745689314443972	0.6511689475893659	0.07338528138528139
PRIMARY	ridge	Lee_PRIMM_NL	Lee_Barcelona	55	12	33	22	6	6	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.5	0.16666666666666666	0.8333333333333335	500	0.6757575757575757	0.3163213975732868	0.5833333333333334	0.3333333333333333	0.8333333333333334	1.1415521503177264	Lee_2022_family	Lee_2022_family	1	Netherlands	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.09999999999999998	4.007333185232471	2.4849066497880004	2.2654600312628763	0.7635200611439845	0.6434861265694625	0.0709798666941524
PRIMARY	ridge	Lee_PRIMM_NL	Lee_Leeds	55	18	33	22	10	8	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.4375	0.1559375	0.7375	500	0.5187014292896646	0.3792014975899162	0.5	0.5	0.5	1.2018400744516426	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.0444444444444444	4.007333185232471	2.8903717578961645	1.5566246650097413	0.4778931549680615	0.43468033313280113	0.058371927895737426
PRIMARY	ridge	Lee_PRIMM_NL	Lee_Manchester	55	25	33	22	12	13	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.36538461538461536	0.141025641025641	0.5995192307692305	500	0.4071196207902864	0.3855186508609211	0.40064102564102566	0.4166666666666667	0.38461538461538464	1.0738676206645144	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.12	4.007333185232471	3.2188758248682006	1.023240361097451	0.37225480323409776	0.3551927713469969	0.039582766439909295
PRIMARY	ridge	Lee_PRIMM_NL	Lee_PRIMM_UK	55	54	33	22	33	21	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.6825396825396826	0.523051948051948	0.8197691197691197	500	0.7604215207258909	0.23447647634432267	0.6190476190476191	0.6666666666666666	0.5714285714285714	0.7334208059729788	Lee_2022_family	Lee_2022_family	1	Netherlands	United_Kingdom	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	0.31000000000000005	0.011111111111111183	4.007333185232471	3.9889840465642745	0.979761610673823	0.2947752855170625	0.3098038865253837	0.039137100406941676
PRIMARY	ridge	Lee_PRIMM_NL	Matson_US	55	38	33	22	14	24	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.5386904761904762	0.36607142857142855	0.7247767857142856	500	0.4322133189744027	0.27073527861713137	0.5327380952380952	0.35714285714285715	0.7083333333333334	0.7592428060201505	Lee_2022_family	Matson_2018	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.22	0.23157894736842105	4.007333185232471	3.6375861597263857	2.151580063750936	0.7076207020813287	0.5984839380121251	0.06549751000878819
PRIMARY	ridge	Lee_PRIMM_NL	Spencer_US	55	97	33	22	71	26	462	2.1269490829764473e-07	"{""C"": 0.5}"	0.5292524377031419	0.3994989165763813	0.6668472372697725	500	0.7516367662840324	0.42687112324773113	0.5357529794149513	0.22535211267605634	0.8461538461538461	1.2414341998985032	Lee_2022_family	Spencer_2021	0	Netherlands	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.1319587628865979	4.007333185232471	4.574710978503383	2.056853303314237	0.710936693632596	0.6077592582922652	0.059407540585743816
PRIMARY	ridge	Lee_PRIMM_UK	Frankel_US	54	39	33	21	24	15	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.5166666666666667	0.3222222222222222	0.7001388888888888	500	0.6599279775931387	0.3956822527180824	0.5458333333333334	0.2916666666666667	0.8	1.1839762960975273	Lee_2022_family	Frankel_2017	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.004273504273504258	3.9889840465642745	3.6635616461296463	1.822480321344653	0.5029369678988839	0.44529863877920617	0.06176134271372367
PRIMARY	ridge	Lee_PRIMM_UK	Gopalakrishnan_US	54	25	33	21	14	11	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.7337662337662336	0.4866883116883117	0.922077922077922	500	0.7733111503097129	0.30892167290522066	0.5616883116883117	0.21428571428571427	0.9090909090909091	0.8324069413851088	Lee_2022_family	Gopalakrishnan_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.53	0.05111111111111111	3.9889840465642745	3.2188758248682006	2.0629884886791996	0.7029774214674973	0.5924470851118022	0.07848122952884858
PRIMARY	ridge	Lee_PRIMM_UK	Lee_Barcelona	54	12	33	21	6	6	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.3611111111111111	0.0	0.7222222222222223	500	0.574963924963925	0.37026934359759905	0.41666666666666663	0.5	0.3333333333333333	1.0171739738798127	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Spain	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.11111111111111116	3.9889840465642745	2.4849066497880004	2.1906652798974484	0.6864949908918968	0.594816419606938	0.07321323591164862
PRIMARY	ridge	Lee_PRIMM_UK	Lee_Leeds	54	18	33	21	10	8	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.575	0.2875	0.8131249999999994	500	0.7120681605975723	0.31679047974156266	0.4875	0.6	0.375	1.0485133656402157	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.05555555555555558	3.9889840465642745	2.8903717578961645	1.4223043524177503	0.4473893542658809	0.4113155539569585	0.05030654237003443
PRIMARY	ridge	Lee_PRIMM_UK	Lee_Manchester	54	25	33	21	12	13	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.5897435897435896	0.3620192307692308	0.8205128205128205	500	0.5181862484494064	0.32452366156922424	0.6153846153846154	1.0	0.23076923076923078	1.1596342041111598	Lee_2022_family	Lee_2022_family	1	United_Kingdom	United_Kingdom	1	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	nan	0.13111111111111118	3.9889840465642745	3.2188758248682006	0.9138188960887204	0.3284935922301878	0.31756491921131447	0.036730326698580666
PRIMARY	ridge	Lee_PRIMM_UK	Lee_PRIMM_NL	54	55	33	21	33	22	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.5826446280991735	0.4386707988980716	0.7350895316804406	500	0.7605838533941693	0.3043470994867788	0.5454545454545454	0.6363636363636364	0.45454545454545453	0.8529740728652183	Lee_2022_family	Lee_2022_family	1	United_Kingdom	Netherlands	0	Europe	Europe	1	mixed_ICI_including_combination	mixed_ICI_including_combination	1	0.31000000000000005	0.011111111111111183	3.9889840465642745	4.007333185232471	0.979761610673823	0.2947752855170625	0.3098038865253837	0.039137100406941676
PRIMARY	ridge	Lee_PRIMM_UK	Matson_US	54	38	33	21	14	24	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.4285714285714286	0.22306547619047618	0.6160714285714286	500	0.3540946490130921	0.327324776457434	0.47619047619047616	0.2857142857142857	0.6666666666666666	1.0357846243090088	Lee_2022_family	Matson_2018	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_only	0	0.53	0.24269005847953223	3.9889840465642745	3.6375861597263857	1.8534931918759978	0.6124204863537068	0.5259206807769226	0.06252182484429769
PRIMARY	ridge	Lee_PRIMM_UK	Spencer_US	54	97	33	21	71	26	500	1.0701941407104337e-07	"{""C"": 0.5}"	0.5222101841820153	0.37341549295774645	0.6357123510292524	500	0.7491481240160585	0.3727512695032372	0.47670639219934996	0.3380281690140845	0.6153846153846154	1.0887147403437116	Lee_2022_family	Spencer_2021	0	United_Kingdom	United_States	0	Europe	North_America	0	mixed_ICI_including_combination	anti_PD1_based_unspecified_mix	0	nan	0.12084765177548673	3.9889840465642745	4.574710978503383	1.8951555363130812	0.6409902283621296	0.5444864834515294	0.06305335421682991
PRIMARY	ridge	Matson_US	Frankel_US	38	39	14	24	24	15	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.375	0.1972222222222222	0.5777777777777777	500	0.5493689469275281	0.42377747535086996	0.4583333333333333	0.25	0.6666666666666666	1.2410635048448209	Matson_2018	Frankel_2017	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.2469635627530365	3.6375861597263857	3.6635616461296463	1.0679491869084694	0.4539916266983753	0.38945877784631266	0.04694336574035822
PRIMARY	ridge	Matson_US	Gopalakrishnan_US	38	25	14	24	14	11	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.5909090909090908	0.34724025974025974	0.7922077922077922	500	0.7073414628395831	0.315517413477525	0.44155844155844154	0.42857142857142855	0.45454545454545453	0.8712558008006893	Matson_2018	Gopalakrishnan_2018	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	anti_PD1_only	1	0.0	0.19157894736842113	3.6375861597263857	3.2188758248682006	1.1378781135158458	0.32940473391192715	0.35644838628752057	0.0470108604845447
PRIMARY	ridge	Matson_US	Lee_Barcelona	38	12	14	24	6	6	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.27777777777777773	0.0	0.6666666666666667	500	0.41914983164983166	0.46381719499950996	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.3073542361899309	Matson_2018	Lee_2022_family	0	United_States	Spain	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.13157894736842107	3.6375861597263857	2.4849066497880004	1.9036925455120652	0.5117333886100498	0.4641582272842964	0.07052750924931375
PRIMARY	ridge	Matson_US	Lee_Leeds	38	18	14	24	10	8	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.5249999999999999	0.25	0.8	500	0.6215919701213819	0.3031474457688521	0.475	0.7	0.25	1.0041207761437734	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.18713450292397665	3.6375861597263857	2.8903717578961645	1.9771596498918715	0.5811823747640369	0.49020061089929295	0.07011311347150946
PRIMARY	ridge	Matson_US	Lee_Manchester	38	25	14	24	12	13	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.5512820512820512	0.3171474358974359	0.7854166666666664	500	0.640749733358429	0.42439910926611346	0.3717948717948718	0.6666666666666666	0.07692307692307693	1.3082216677537744	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	nan	0.11157894736842106	3.6375861597263857	3.2188758248682006	2.0526455035056514	0.652012344550797	0.5576993360744268	0.06928177586824205
PRIMARY	ridge	Matson_US	Lee_PRIMM_NL	38	55	14	24	33	22	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.43250688705234164	0.2871556473829201	0.5819903581267217	500	0.5622920465029706	0.31494246121967406	0.5227272727272727	0.9090909090909091	0.13636363636363635	1.0194497349197162	Matson_2018	Lee_2022_family	0	United_States	Netherlands	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	0.22	0.23157894736842105	3.6375861597263857	4.007333185232471	2.151580063750936	0.7076207020813287	0.5984839380121251	0.06549751000878819
PRIMARY	ridge	Matson_US	Lee_PRIMM_UK	38	54	14	24	33	21	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.46176046176046176	0.30735930735930733	0.6068903318903318	500	0.6430706571963791	0.3277873268778465	0.42207792207792205	0.6060606060606061	0.23809523809523808	0.9313185141890985	Matson_2018	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_only	mixed_ICI_including_combination	0	0.53	0.24269005847953223	3.6375861597263857	3.9889840465642745	1.8534931918759978	0.6124204863537068	0.5259206807769226	0.06252182484429769
PRIMARY	ridge	Matson_US	Spencer_US	38	97	14	24	71	26	432	1.0642079206855303e-07	"{""C"": 0.5}"	0.5108342361863489	0.3824485373781148	0.6376489707475622	500	0.7447428433302195	0.3413149682045357	0.4715601300108342	0.36619718309859156	0.5769230769230769	0.9744228680652172	Matson_2018	Spencer_2021	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_only	anti_PD1_based_unspecified_mix	0	nan	0.36353771025501896	3.6375861597263857	4.574710978503383	1.085571598218901	0.2896984855829794	0.3022554757028195	0.03619677568983824
PRIMARY	ridge	Spencer_US	Frankel_US	97	39	71	26	24	15	326	5.144767586148716e-07	"{""C"": 0.5}"	0.49722222222222223	0.28888888888888886	0.6888888888888889	500	0.6115299219679942	0.3169682596039248	0.5416666666666666	0.75	0.3333333333333333	1.1702110550727467	Spencer_2021	Frankel_2017	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.11657414750198247	4.574710978503383	3.6635616461296463	1.37106100772541	0.4428438885729916	0.3915311991633044	0.059063371581780995
PRIMARY	ridge	Spencer_US	Gopalakrishnan_US	97	25	71	26	14	11	326	5.144767586148716e-07	"{""C"": 0.5}"	0.2922077922077922	0.08750000000000002	0.5163961038961037	500	0.469162685140946	0.46308552274679854	0.35714285714285715	0.7142857142857143	0.0	1.5587629925826878	Spencer_2021	Gopalakrishnan_2018	0	United_States	United_States	1	North_America	North_America	1	anti_PD1_based_unspecified_mix	anti_PD1_only	0	nan	0.17195876288659784	4.574710978503383	3.2188758248682006	0.8663222398807107	0.3242323634033718	0.32656385568073787	0.033931879280921985
PRIMARY	ridge	Spencer_US	Lee_Barcelona	97	12	71	26	6	6	326	5.144767586148716e-07	"{""C"": 0.5}"	0.6111111111111112	0.2631944444444445	0.888888888888889	500	0.6561868686868686	0.35721407866278093	0.5	0.8333333333333334	0.16666666666666666	1.1587905866919965	Spencer_2021	Lee_2022_family	0	United_States	Spain	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.2319587628865979	4.574710978503383	2.4849066497880004	1.391846202645219	0.4289819163420409	0.40151921943678875	0.059569784385690126
PRIMARY	ridge	Spencer_US	Lee_Leeds	97	18	71	26	10	8	326	5.144767586148716e-07	"{""C"": 0.5}"	0.4375	0.15000000000000002	0.7	500	0.6350412985707103	0.38887313590316497	0.375	0.5	0.25	1.1429758606686835	Spencer_2021	Lee_2022_family	0	United_States	United_Kingdom	0	North_America	Europe	0	anti_PD1_based_unspecified_mix	mixed_ICI_including_combination	0	nan	0.1764032073310423	4.574710978503383	2.8903717578961645	1.8343999907642503	0.5462421632104126	0.47054562970191266	0.0711516832773583
