train_domain	Frankel_US	Gopalakrishnan_US	Lee_Barcelona	Lee_Leeds	Lee_Manchester	Lee_PRIMM_NL	Lee_PRIMM_UK	Matson_US	Spencer_US
Frankel_US		0.6688311688311688	0.8	0.325	0.5576923076923076	0.5440771349862259	0.5382395382395383	0.2916666666666667	0.4577464788732395
Gopalakrishnan_US	0.3611111111111111		0.13333333333333333	0.35	0.39743589743589747	0.6556473829201103	0.6089466089466089	0.45535714285714285	0.5444203683640304
Lee_Barcelona	0.47916666666666674	0.36688311688311687		0.5875	0.5416666666666666	0.4676308539944904	0.38311688311688313	0.44494047619047616	0.5473997833152763
Lee_Leeds	0.4361111111111111	0.4805194805194805	0.30000000000000004		0.4294871794871795	0.5110192837465565	0.5180375180375181	0.5297619047619048	0.4891657638136511
Lee_Manchester	0.46944444444444444	0.577922077922078	0.13333333333333336	0.2875		0.49449035812672176	0.5800865800865802	0.6875	0.43553629469122424
Lee_PRIMM_NL	0.48888888888888893	0.6168831168831169	0.43333333333333335	0.525	0.6282051282051282		0.6060606060606061	0.43154761904761907	0.4848320693391116
Lee_PRIMM_UK	0.4805555555555556	0.5649350649350648	0.4666666666666666	0.41250000000000003	0.4423076923076923	0.6707988980716253		0.5446428571428571	0.485373781148429
Matson_US	0.4388888888888889	0.5	0.2333333333333333	0.375	0.5320512820512819	0.38292011019283745	0.5165945165945166		0.48645720476706394
Spencer_US	0.49444444444444446	0.6493506493506493	0.8	0.4	0.33333333333333326	0.5702479338842976	0.4444444444444444	0.4613095238095238	
