train_domain	Frankel_US	Gopalakrishnan_US	Lee_Barcelona	Lee_Leeds	Lee_Manchester	Lee_PRIMM_NL	Lee_PRIMM_UK	Matson_US	Spencer_US
Frankel_US		0.6298701298701298	0.3055555555555556	0.16249999999999998	0.4935897435897436	0.534435261707989	0.48773448773448774	0.3630952380952381	0.5319609967497291
Gopalakrishnan_US	0.46944444444444444		0.33333333333333337	0.35	0.5448717948717949	0.709366391184573	0.598845598845599	0.5535714285714286	0.47887323943661975
Lee_Barcelona	0.3416666666666667	0.4935064935064935		0.6875	0.5641025641025641	0.4380165289256199	0.5512265512265513	0.45535714285714285	0.4875406283856988
Lee_Leeds	0.38055555555555554	0.4805194805194805	0.7777777777777779		0.49358974358974356	0.45041322314049587	0.5266955266955268	0.34523809523809523	0.4756229685807151
Lee_Manchester	0.4388888888888889	0.512987012987013	0.2222222222222222	0.35		0.5440771349862259	0.6176046176046177	0.4166666666666667	0.45828819068255683
Lee_PRIMM_NL	0.46388888888888885	0.44805194805194803	0.5555555555555556	0.4875	0.3141025641025641		0.56998556998557	0.5595238095238095	0.5140845070422535
Lee_PRIMM_UK	0.41388888888888886	0.6168831168831168	0.41666666666666663	0.7375	0.3333333333333333	0.6597796143250688		0.5148809523809523	0.5471289274106175
Matson_US	0.5277777777777778	0.6688311688311688	0.3611111111111111	0.7375	0.34615384615384615	0.36914600550964183	0.49350649350649356		0.47616468039003246
Spencer_US	0.44166666666666665	0.4155844155844156	0.75	0.55	0.3269230769230769	0.5068870523415977	0.4314574314574315	0.6041666666666666	
