r_squared	condition_number	r2_permutation_p	node_n	directed_pair_n	removed_domain
0.047312411281414835	6.384379771670281	0.933006699330067	8	56	Frankel_US
0.12068069057738862	3.5824771688674018	0.5845415458454155	8	56	Gopalakrishnan_US
0.06823215178044562	3.832062640605459	0.9122087791220878	8	56	Lee_Barcelona
0.09865047159826323	3.337516944131256	0.7225277472252775	8	56	Lee_Leeds
0.16924297011674105	3.288309994580038	0.23677632236776322	8	56	Lee_Manchester
0.09989914490711194	4.946610550083273	0.6734326567343266	8	56	Lee_PRIMM_NL
0.042034957249476146	3.5556142191658284	0.9371062893710629	8	56	Lee_PRIMM_UK
0.15183490163134328	2.9843305393176527	0.36496350364963503	8	56	Matson_US
0.11078589764909497	3.027364202817768	0.6803319668033196	8	56	Spencer_US
